@@369902	##	fo
When	when	rrq_cs
I	i	ppis1
opened	open	vvd
my	my	appge
e-mail	e-mail	nn1
the	the	at
other	other	jj
day	day	nnt1
,	,	y
a	a	at1
blond	blond	jj
woman	woman	nn1
named	name	vvd
Rachel	rachel	np1
appeared	appear	vvd
on	on	ii_rp@
my	my	appge
computer	computer	nn1
screen	screen	nn1
.	.	y
She	she	pphs1
greeted	greet	vvd
me	me	ppio1
by	by	ii
name	name	nn1
and	and	cc
started	start	vvd
talking	talk	vvg
with	with	iw
great	great	jj
enthusiasm	enthusiasm	nn1
.	.	y
Every	every	at1
now	now	rt
and	and	cc
then	then	rt
she	she	pphs1
stopped	stop	vvd
to	to	to
smile	smile	vvi
at	at	ii
me	me	ppio1
or	or	cc
blow	blow	vv0
a	a	at1
kiss	kiss	nn1
.	.	y
I	i	ppis1
guess	guess	vv0
it	it	pph1
detracts	detract	vvz
from	from	ii
the	the	at
overall	overall	jj_nn1
picture	picture	nn1
to	to	to
say	say	vvi
that	that	cst
the	the	at
e-mail	e-mail	nn1
she	she	pphs1
was	be	vbdz
reading	read	vvg
to	to	ii
me	me	ppio1
came	come	vvd
from	from	ii
my	my	appge
brother	brother	nn1
.	.	y
And	and	cc
that	that	cst
a	a	at1
lot	lot	nn1
of	of	io
it	it	pph1
was	be	vbdz
about	about	ii
the	the	at
trouble	trouble	nn1
he	he	pphs1
was	be	vbdz
having	have	vhg
getting	get	vvg
the	the	at
phone	phone	nn1
company	company	nn1
to	to	to
install	install	vvi
his	his	appge
high-speed	high-speed	jj
Internet	internet	nn1
hookup	hookup	nn1
.	.	y
Still	still	rr
,	,	y
it	it	pph1
was	be	vbdz
pretty	pretty	rg
cool	cool	jj_rr@
.	.	y
<P>	<p>	null	
Rachel	rachel	np1
was	be	vbdz
there	there	rl_ex
thanks	thanks	nn2_vvz%
to	to	ii
a	a	at1
new	new	jj
technology	technology	nn1
called	call	vvn_vvd@
Facemail	facemail	nn1_np1	
.	.	y
Facemail	facemail	nn1_np1@	
lets	let	vvz
you	you	ppy
send	send	vvi
e-mail	e-mail	nn1_vv0@
that	that	cst_dd1
gets	get	vvz
read	read	vvn
to	to	ii
the	the	at
recipient	recipient	nn1
by	by	ii
an	an	at1
attractive	attractive	jj
male	male	nn1_jj
or	or	cc
female	female	jj_nn1
form	form	nn1
or	or	cc
by	by	ii
a	a	at1
devil	devil	nn1
or	or	cc
a	a	at1
clown	clown	nn1
.	.	y
The	the	at
software	software	nn1
,	,	y
which	which	ddq
is	be	vbz
free	free	jj
,	,	y
can	can	vm
be	be	vbi
downloaded	download	vvn@
at	at	ii
