@@364942	##	fo
Even	even	rr
as	as	csa_ii
the	the	at
U.S.	u.s.-	np1
is	be	vbz
clamping	clamp	vvg
down	down	rp
on	on	ii
trips	trip	nn2
to	to	ii
Cuba	cuba	np1
,	,	y
another	another	dd1
forbidden	forbid	jj@
land	land	nn1
is	be	vbz
opening	open	vvg
up	up	rp
.	.	y
The	the	at
thaw	thaw	nn1
in	in	ii
relations	relation	nn2
with	with	iw
Libya	libya	np1
includes	include	vvz
a	a	at1
lifting	lift	nn1
of	of	io
travel	travel	nn1
restrictions	restriction	nn2
,	,	y
and	and	cc
this	this	dd1
North	north	np1
African	african	jj
nation	nation	nn1
is	be	vbz
becoming	become	vvg
a	a	at1
hot	hot	jj
spot	spot	nn1
for	for	if
American	american	jj
travelers	traveler	nn2
.	.	y
The	the	at
accommodations	accommodation	nn2
are	be	vbr
n't	n't	xx
exactly	exactly	rr
five	five	mc
star	star	nn1
(	(	y
yet	yet	rr
)	)	y
,	,	y
but	but	ccb
the	the	at
rewards	reward	nn2
can	can	vm
be	be	vbi
great	great	jj
.	.	y
The	the	at
country	country	nn1
contains	contain	vvz
ancient	ancient	jj
Tuareg	tuareg	nn1
settlements	settlement	nn2
and	and	cc
some	some	dd
of	of	io
the	the	at
best	best	jjt
Roman	roman	jj_nn1
ruins	ruin	nn2
outside	outside	ii
Italy	italy	np1
.	.	y
Obtaining	obtain	vvg
a	a	at1
visa	visa	nn1
can	can	vm
be	be	vbi
tough	tough	jj
,	,	y
so	so	rr
for	for	if
now	now	rt
it	it	pph1
's	be	vbz
best	best	jjt
to	to	to
go	go	vvi
with	with	iw
a	a	at1
tour	tour	nn1
operator	operator	nn1
,	,	y
like	like	ii_jj@
Mountain	mountain	nn1
Travel	travel	nn1_vv0
Sobek	sobek	np1
,	,	y
which	which	ddq
led	lead	vvd
the	the	at
first	first	md
U.S.	u.s.-	np1
tour	tour	nn1
group	group	nn1
into	into	ii
Libya	libya	np1
,	,	y
in	in	ii
April	april	npm1
,	,	y
and	and	cc
plans	plan	vvz_nn2
several	several	da2
more	more	dar
excursions	excursion	nn2
this	this	dd1
year	year	nnt1
.	.	y
