@@366614	##	fo
Men	man	nn2
,	,	y
it	it	pph1
seems	seem	vvz
,	,	y
have	have	vh0
one	one	mc1
thing	thing	nn1
on	on	ii
their	their	appge
mind	mind	nn1
,	,	y
even	even	cs21
when	when	cs22
they	they	pphs2
're	be	vbr
being	be	vbg
women	woman	nn2
.	.	y
At	at	rr21
least	least	rr22
that	that	dd1_cst
's	be	vbz
the	the	at
conclusion	conclusion	nn1
that	that	cst_dd1
can	can	vm
be	be	vbi
drawn	draw	vvn
from	from	ii
this	this	dd1
collection	collection	nn1
of	of	io
essays	essay	nn2
,	,	y
short	short	jj
stories	story	nn2
and	and	cc
poems	poem	nn2
in	in	ii
which	which	ddq
male	male	jj_nn1
writers	writer	nn2
imagine	imagine	vv0
life	life	nn1
as	as	ii_csa
a	a	at1
woman	woman	nn1
for	for	if
24	24	mc
hours	hour	nnt2
.	.	y
With	with	iw
rare	rare	jj
exceptions	exception	nn2
,	,	y
the	the	at
38	38	mc
contributors	contributor	nn2
belabor	belabor	nn1
the	the	at
fantasy	fantasy	nn1
of	of	io
dressing	dress	vvg
up	up	rp
and	and	cc
sleeping	sleep	vvg
around	around	rp
,	,	y
while	while	cs
expressing	express	vvg
a	a	at1
smug	smug	jj
self-loathing	self-loathing	nn1_jj
for	for	if
the	the	at
callousness	callousness	nn1
of	of	io
their	their	appge
gender	gender	nn1
.	.	y
A	a	at1
few	few	da2
strive	strive	vv0
for	for	if
empathy	empathy	nn1
and	and	cc
thoughtfulness	thoughtfulness	nn1
(	(	y
Alexander	alexander	np1
Theroux	theroux	np1_nn1
and	and	cc
Brian	brian	np1
Bouldrey	bouldrey	np1	
stand	stand	vv0
out	out	rp
)	)	y
,	,	y
but	but	ii21_ccb
for	for	ii22_if
the	the	at
rest	rest	nn1
of	of	io
these	these	dd2
men	man	nn2
,	,	y
being	be	vbg
a	a	at1
woman	woman	nn1
too	too	rg
often	often	rr
means	mean	vvz_nn
feeling	feel	vvg
angry	angry	jj
,	,	y
oppressed	oppress	jj_vvn
or	or	cc
prone	prone	jj
to	to	ii
tears	tear	nn2
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Michele	michele	np1
Orecklin	orecklin	np1	
