@@374677	##	fo
It	it	pph1
's	be	vbz
somehow	somehow	rr
fitting	fit	vvg_jj
that	that	cst
when	when	cs
the	the	at
IRS	irs	nn1
offers	offer	vvz@_nn2
something	something	pn1
for	for	if
free	free	jj
,	,	y
you	you	ppy
have	have	vh0
to	to	to
jump	jump	vvi
through	through	ii_rp@
hoops	hoop	nn2
to	to	to
figure	figure	vvi
out	out	rp
how	how	rrq
to	to	to
use	use	vvi
it	it	pph1
.	.	y
That	that	dd1
's	be	vbz
the	the	at
case	case	nn1
with	with	iw
Free	free	jj
File	file	nn1
Alliance	alliance	nn1
,	,	y
the	the	at
new	new	jj
Web-based	web-based	jj_nn1
tax-preparation	tax-preparation	nn1_jj	
and	and	cc
filing	file	vvg_nn1
service	service	nn1
(	(	y
go	go	vv0
to	to	ii
