@@377006	##	fo
British	british	jj
health	health	nn1
officials	official	nn2
issued	issue	vvd_vvn
yet	yet	rr
another	another	dd1
warning	warning	nn1
about	about	ii
antidepressant	antidepressant	jj_nn1
drugs	drug	nn2
last	last	md
week	week	nnt1
.	.	y
The	the	at
same	same	da
authorities	authority	nn2
,	,	y
citing	cite	vvg
increased	increased	jj
risk	risk	nn1
of	of	io
suicide	suicide	nn1
,	,	y
advised	advise	vvd_vvn
last	last	md
year	year	nnt1
against	against	ii
giving	give	vvg
so-called	so-called	jj
SSRIs	ssri	nn1
 -- 	--	nn1
except	except	ii_cs
Prozac	prozac	np1_jj@
 -- 	--	nn1_jj
to	to	ii
youths	youth	nn2
under	under	rg
18	18	mc
.	.	y
This	this	dd1
time	time	nnt1
the	the	at
counsel	counsel	nn1
is	be	vbz
aimed	aim	vvn
at	at	ii
adults	adult	nn2
.	.	y
Doctors	doctor	nn2
must	must	vm
now	now	rt
inform	inform	vvi
patients	patient	nn2
about	about	ii
withdrawal	withdrawal	nn1
symptoms	symptom	nn2
,	,	y
such	such	ii21
as	as	ii22
anxiety	anxiety	nn1
and	and	cc
nausea	nausea	nn1
,	,	y
associated	associate	vvn
with	with	iw
SSRIs	ssri	np1_nn1
and	and	cc
closely	closely	rr
monitor	monitor	vv0
patients	patient	nn2
 -- 	--	nn1_jj
especially	especially	rr
young	young	jj
adults	adult	nn2
 -- 	--	nn1_jj
for	for	if
suicidal	suicidal	jj
behavior	behavior	nn1
when	when	cs_rrq
they	they	pphs2
begin	begin	vv0
drug	drug	nn1
treatment	treatment	nn1
or	or	cc
change	change	vv0_nn1
dosages	dosage	nn2_vvz
.	.	y
Doctors	doctor	nn2
were	be	vbdr
also	also	rr
cautioned	caution	vvn_vvd
not	not	xx
to	to	to
prescribe	prescribe	vvi
the	the	at
drugs	drug	nn2
for	for	if
mild	mild	jj
depression	depression	nn1
without	without	iw
first	first	md
trying	try	jj@_vvg
talk	talk	nn1
therapy	therapy	nn1
or	or	cc
other	other	jj
interventions	intervention	nn2
.	.	y
Finally	finally	rr
,	,	y
regulators	regulator	nn2
issued	issue	vvd_vvn
a	a	at1
special	special	jj
warning	warning	nn1
about	about	ii
another	another	dd1
kind	kind	nn1
of	of	io
antidepressant	antidepressant	nn1_jj
,	,	y
Effexor	effexor	np1_nn1
,	,	y
saying	say	vvg
it	it	pph1
can	can	vm
cause	cause	vvi
irregular	irregular	jj
heartbeat	heartbeat	nn1
and	and	cc
should	should	vm
be	be	vbi
prescribed	prescribe	vvn
only	only	rr_jj
by	by	ii
specialists	specialist	nn2
.	.	y
