@@364169	##	fo
PINK	pink	jj_nn1@
<P>	<p>	null	
OCCUPATION	occupation	nn1
:	:	y
Frequently	frequently	rr
Missundaztood	missundaztood	vv0@_np1	
singer	singer	nn1
of	of	io
scrappy	scrappy	jj
pop	pop	nn1
tunes	tune	nn2_vvz
<P>	<p>	null	
HER	her	appge
FILM	film	nn1
:	:	y
The	the	at
Gospel	gospel	nn1
According	according	ii21
to	to	ii22
Janis	jani	np1_nn1
<P>	<p>	null	
BEST	best	jjt
ASSET	asset	nn1
:	:	y
Lungs	lung	nn2
.	.	y
She	she	pphs1
will	will	vm
actually	actually	rr
sing	sing	vvi
Joplin	joplin	np1
's	's	ge
songs	song	nn2
.	.	y
Plus	plus	rr%_nn1@_cc%_ii
she	she	pphs1
already	already	rr
has	have	vhz
crazy	crazy	jj
messed-up	messed-up	jj
hair	hair	nn1
<P>	<p>	null	
BIGGEST	big	jjt
LIABILITY	liability	nn1
:	:	y
Not	not	xx
really	really	rr
known	know	vvn
for	for	if
acting	act	vvg_jj@
 -- 	--	nn1_jj
unless	unless	cs
you	you	ppy
count	count	vv0
Pepsi	pepsi	np1
commercials	commercial	nn2
<P>	<p>	null	
RENEE	renee	np1_nn1	
ZELLWEGER	zellweger	nn1_vv0	
<P>	<p>	null	
OCCUPATION	occupation	nn1
:	:	y
Frequently	frequently	rr
honored	honor	jj@_vvd
portrayer	portrayer	nn1
of	of	io
scrappy	scrappy	jj
gals	gal	nn2
in	in	ii
movies	movie	nn2
like	like	ii
Cold	cold	np1
Mountain	mountain	nnl1
and	and	cc
Chicago	chicago	np1
<P>	<p>	null	
HER	her	appge
FILM	film	nn1
:	:	y
Piece	piece	nn1
of	of	io
My	my	appge
Heart	heart	nn1
<P>	<p>	null	
BEST	best	jjt
ASSET	asset	nn1
:	:	y
Demographics	demographics	np1_nn2_nn1
.	.	y
People	people	nn
old	old	jj
enough	enough	rr
to	to	to
remember	remember	vvi
Joplin	joplin	np1
have	have	vh0
already	already	rr
heard	hear	vvn
of	of	io
Zellweger	zellweger	np1_nn1
<P>	<p>	null	
BIGGEST	big	jjt
LIABILITY	liability	nn1
:	:	y
Not	not	xx
really	really	rr
known	know	vvn
for	for	if
proximity	proximity	nn1
to	to	ii
sex	sex	nn1
,	,	y
drugs	drug	nn2
and	and	cc
rock	rock	nn1
'	'	ge
n	xx_n	zz1
'	'	ge
roll	roll	nn1
