@@372089	##	fo
Vice	vice	nnb
President	president	nnb
Dick	dick	np1
Cheney	cheney	np1
still	still	rr
refuses	refuse	vvz
to	to	to
disclose	disclose	vvi
information	information	nn1
about	about	ii
his	his	appge
energy	energy	nn1
task	task	nn1
force	force	nn1
,	,	y
and	and	cc
Congress	congress	nn1
is	be	vbz
threatening	threaten	vvg
to	to	to
sue	sue	vvi
.	.	y
Is	be	vbz
Cheney	cheney	np1
hiding	hide	vvg
something	something	pn1
?	?	y
Or	or	cc
is	be	vbz
he	he	pphs1
standing	stand	vvg
up	up	rp
for	for	if
principle	principle	nn1
and	and	cc
protecting	protect	vvg
the	the	at
right	right	nn1
of	of	io
future	future	jj_nn1
Administrations	administration	nn2
to	to	to
have	have	vhi
policy	policy	nn1
dictated	dictate	vvn
by	by	ii
corporate	corporate	jj
malefactors	malefactor	nn2
in	in	ii
strictest	strict	jjt
confidence	confidence	nn1
?	?	y
Given	give	vvn
the	the	at
way	way	nn1
things	thing	nn2
work	work	vv0
in	in	ii
Washington	washington	np1
,	,	y
it	it	pph1
is	be	vbz
unlikely	unlikely	jj
any	any	dd
actual	actual	jj
laws	law	nn2
were	be	vbdr
broken	break	vvn_jj
...	....	...
