@@365039	##	fo
Recent	recent	jj
public-opinion	public-opinion	jj_nn1
surveys	survey	nn2
put	put	vv0_vvd
the	the	at
pharmaceutical	pharmaceutical	jj
industry	industry	nn1
in	in	ii
the	the	at
unpleasant	unpleasant	jj
company	company	nn1
of	of	io
cigarette	cigarette	nn1
makers	maker	nn2
and	and	cc
oil	oil	nn1
giants	giant	nn2
,	,	y
which	which	ddq
may	may	vm
help	help	vvi
explain	explain	vvi
why	why	rrq
U.S.	u.s.-	np1
drug	drug	nn1
companies	company	nn2
have	have	vh0
been	be	vbn
so	so	rg_rr
eager	eager	jj
to	to	to
polish	polish	vvi
their	their	appge
image	image	nn1
.	.	y
Pfizer	pfizer	nn1_np1@
,	,	y
maker	maker	nn1
of	of	io
such	such	da
blockbusters	blockbuster	nn2
as	as	csa
Lipitor	lipitor	np1_nn1
,	,	y
Viagra	viagra	np1
and	and	cc
Zoloft	zoloft	np1_nn1_vv0
,	,	y
announced	announce	vvd_vvn
last	last	md
week	week	nnt1
that	that	cst
it	it	pph1
will	will	vm
provide	provide	vvi
discounted	discounted	jj@
drugs	drug	nn2
to	to	ii
uninsured	uninsured	jj
Americans	american	nn2
,	,	y
regardless	regardless	rr
of	of	io
age	age	nn1
or	or	cc
income	income	nn1
.	.	y
Average	average	jj_nn1
savings	saving	nn2
for	for	if
families	family	nn2
making	make	vvg
less	less	dar
than	than	csn
$45,000	$45,000	nnu
could	could	vm
be	be	vbi
nearly	nearly	rr
40%	40%	nnu
.	.	y
Pfizer	pfizer	nn1_np1@
is	be	vbz
also	also	rr
expanding	expand	vvg
a	a	at1
program	program	nn1
that	that	cst_dd1
provides	provide	vvz
free	free	jj
medicine	medicine	nn1
to	to	ii
families	family	nn2
making	make	vvg
less	less	dar
than	than	csn
$31,000	$31,000	nnu
.	.	y
With	with	iw
politicians	politician	nn2
under	under	ii
pressure	pressure	nn1
to	to	to
lift	lift	vvi
rules	rule	nn2
preventing	prevent	vvg
Americans	american	nn2
from	from	ii
importing	import	vvg
cheaper	cheap	jjr
drugs	drug	nn2
,	,	y
do	do	vd0
n't	n't	xx
be	be	vbi
surprised	surprise	jj_vvn%
if	if	cs_csw@
other	other	jj
drugmakers	drugmaker	nn2
follow	follow	vv0
Pfizer	pfizer	np1_nn1
's	's	ge
lead	lead	nn1
.	.	y
