@@365139	##	fo
More	more	rrr
and	and	cc
more	more	dar
news	news	nn1
websites	website	nn2
these	these	dd2
days	day	nnt2
require	require	vv0
registration	registration	nn1
,	,	y
forcing	force	vvg
you	you	ppy
to	to	to
give	give	vvi
them	them	ppho2
your	your	appge
name	name	nn1
,	,	y
age	age	nn1_vv0@
,	,	y
occupation	occupation	nn1
,	,	y
income	income	nn1
level	level	nn1
and	and	cc
other	other	jj
personal	personal	jj
information	information	nn1
before	before	cs
they	they	pphs2
will	will	vm
let	let	vvi
you	you	ppy
read	read	vvi
their	their	appge
content	content	nn1_jj
.	.	y
For	for	if
users	user	nn2
wary	wary	jj
of	of	io
letting	let	vvg
anyone	anyone	pn1
 -- 	--	zz
never	never	rr
mind	mind	vvi
a	a	at1
bunch	bunch	nn1
of	of	io
journalists	journalist	nn2
 -- 	--	nn1_jj
invade	invade	vv0
their	their	appge
privacy	privacy	nn1
to	to	ii
that	that	dd1
extent	extent	nn1
,	,	y
Bug	bug	vv0
Me	me	ppio1
Not	not	xx
provides	provide	vvz
a	a	at1
solution	solution	nn1
.	.	y
Just	just	rr
go	go	vv0
to	to	ii
