@@371391	##	fo
Pill	pill	nn1
Puzzle	puzzle	nn1
<P>	<p>	null	
There	there	ex
are	be	vbr
several	several	da2
antibiotics	antibiotic	nn2
you	you	ppy
can	can	vm
use	use	vvi
to	to	to
combat	combat	vvi
anthrax	anthrax	nn1
 -- 	--	nn1_jj
but	but	ccb
only	only	rr
one	one	pn1_mc1
gets	get	vvz
all	all	db
the	the	at
ink	ink	nn1
:	:	y
Cipro	cipro	np1_nn1
.	.	y
We	we	ppis2
profile	profile	vv0@
Bayer	bayer	np1_nn1@
's	's	ge
suddenly	suddenly	rr
hot	hot	jj
drug	drug	nn1
and	and	cc
look	look	vv0_nn1
at	at	ii
why	why	rrq
it	it	pph1
has	have	vhz
become	become	vvn@
the	the	at
anthrax	anthrax	nn1
fighter	fighter	nn1
of	of	io
choice	choice	nn1
.	.	y
