@@372899	##	fo
More	more	rrr
if	if	cs
necessary	necessary	jj
.	.	y
It	it	pph1
would	would	vm
not	not	xx
take	take	vvi
much	much	da1
to	to	to
light	light	vvi
this	this	dd1
tinderbox	tinderbox	nn1
.	.	y
Experts	expert	nn2
believe	believe	vv0
another	another	dd1
terrorist	terrorist	jj_nn1
attack	attack	nn1
by	by	ii
Kashmiri	kashmiri	jj
separatists	separatist	nn2
could	could	vm
lead	lead	vvi
India	india	np1
to	to	to
retaliate	retaliate	vvi
against	against	ii
rebel	rebel	nn1
training	training	nn1
camps	camp	nn2
in	in	ii
Pakistan-controlled	pakistan-controlled	jj_nn1	
Kashmir	kashmir	np1
.	.	y
Indian	indian	jj
analysts	analyst	nn2
fear	fear	vv0
that	that	cst
Pakistan	pakistan	np1
almost	almost	rr
surely	surely	rr
would	would	vm
respond	respond	vvi
in	in	ii
kind	kind	nn1
,	,	y
perhaps	perhaps	rr
diverting	divert	vvg
Indian	indian	jj
forces	force	nn2
with	with	iw
strikes	strike	nn2
along	along	ii
the	the	at
Pakistan-India	pakistan-india	np1	
border	border	nn1
to	to	ii
the	the	at
south	south	nd1
.	.	y
From	from	ii
there	there	rl
the	the	at
battle	battle	nn1
could	could	vm
conceivably	conceivably	rr
escalate	escalate	vvi
to	to	ii
a	a	at1
nuclear	nuclear	jj
conflict	conflict	nn1
,	,	y
with	with	iw
devastating	devastating	jj
consequences	consequence	nn2
:	:	y
a	a	at1
U.S.	u.s.-	np1
Defense	defense	nn1
Intelligence	intelligence	nn1
Agency	agency	nn1
report	report	nn1
estimates	estimate	vvz
that	that	cst_dd1
full-scale	full-scale	jj
nuclear	nuclear	jj
strikes	strike	nn2
could	could	vm
kill	kill	vvi
as	as	rg
many	many	da2
as	as	csa
12	12	mc
million	million	m
and	and	cc
injure	injure	vv0
another	another	dd1
7	7	mc
million	million	m
