@@371503	##	fo
Though	though	cs
turbans	turban	nn2
and	and	cc
veils	veil	nn2
are	be	vbr
associated	associate	vvn
with	with	iw
Muslims	muslim	nn2
 -- 	--	nn1_jj
at	at	rr21
least	least	rr22
in	in	ii
the	the	at
West	west	nd1
 -- 	--	nn1_jj
they	they	pphs2
actually	actually	rr
have	have	vh0
little	little	da1_rr
to	to	to
do	do	vdi
with	with	iw
Islam	islam	nn1
,	,	y
and	and	cc
lots	lots	pn
to	to	to
do	do	vdi
with	with	iw
cultural	cultural	jj
or	or	cc
tribal	tribal	jj
mores	more	nn2
,	,	y
says	say	vvz
Jean	jean	np1
Abinader	abinader	np1	
,	,	y
managing	managing	jj
director	director	nn1
of	of	io
the	the	at
Arab	arab	jj_nn1
American	american	jj
Institute	institute	nn1
.	.	y
"	"	"
The	the	at
veil	veil	nn1
is	be	vbz
not	not	xx
required	require	vvn
in	in	ii
Islam	islam	nn1
,	,	y
"	"	"
he	he	pphs1
says	say	vvz
,	,	y
although	although	cs
dressing	dress	vvg
modestly	modestly	rr
is	be	vbz
.	.	y
It	it	pph1
is	be	vbz
local	local	jj
interpretation	interpretation	nn1
that	that	cst_dd1
dictates	dictate	vvz
that	that	cst
women	woman	nn2
not	not	xx
be	be	vbi
seen	see	vvn
.	.	y
Turbans	turban	nn2
also	also	rr
reflect	reflect	vv0
local	local	jj
culture	culture	nn1
(	(	y
except	except	cs_vv0%
in	in	ii
the	the	at
case	case	nn1
of	of	io
Sikhs	sikh	nn2
)	)	y
,	,	y
or	or	cc
often	often	rr
geography	geography	nn1
.	.	y
Says	say	vvz
Abinader	abinader	np1_nn1	
:	:	y
"	"	"
Different	different	jj
turbans	turban	nn2
are	be	vbr
outgrowths	outgrowth	nn2
of	of	io
the	the	at
different	different	jj
climates	climate	nn2
in	in	ii
which	which	ddq
they	they	pphs2
are	be	vbr
worn	wear	vvn
.	.	y
"	"	"
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Sora	sora	np1
Song	song	nn1
