@@376270	##	fo
Have	have	vh0
you	you	ppy
ever	ever	rr
lost	lose	vvn
touch	touch	nn1_vv0
with	with	iw
old	old	jj
friends	friend	nn2
who	who	pnqs
left	leave	vvd
town	town	nn1
?	?	y
Sure	sure	rr
,	,	y
you	you	ppy
could	could	vm
call	call	vvi
or	or	cc
email	e-mail	vvi
them	them	ppho2
 -- 	--	zz
but	but	ccb
that	that	dd1
can	can	vm
feel	feel	vvi
like	like	ii
a	a	at1
poor	poor	jj
substitute	substitute	nn1_jj
for	for	if
actually	actually	rr
being	be	vbg
with	with	iw
them	them	ppho2
.	.	y
What	what	ddq
you	you	ppy
need	need	vv0
is	be	vbz
some	some	dd
kind	kind	nn1
of	of	io
virtual	virtual	jj
world	world	nn1
where	where	cs_rrq
you	you	ppy
can	can	vm
just	just	rr
hang	hang	vvi
out	out	rp
in	in	ii
one	one	ppx121
another	another	ppx122
's	's	ge
company	company	nn1
.	.	y
<P>	<p>	null	
That	that	dd1
's	be	vbz
the	the	at
idea	idea	nn1
behind	behind	ii
a	a	at1
new	new	jj
online	online	jj
service	service	nn1
called	call	vvn_vvd@
There	there	rl
,	,	y
which	which	ddq
launches	launch	vvz
next	next	md
week	week	nnt1
for	for	if
Windows	window	np1_nn2
PCs	pc	nn2
(	(	y
$50	$50	nnu
a	a	at1
year	year	nnt1
at	at	ii
