@@363584	##	fo
Strokes	stroke	nn2_vvz
seem	seem	vv0
to	to	to
come	come	vvi
on	on	rp@
with	with	iw
a	a	at1
frightening	frightening	jj
suddenness	suddenness	nn1
,	,	y
but	but	ccb
new	new	jj
research	research	nn1
in	in	ii
the	the	at
journal	journal	nn1
Stroke	stroke	nn1
suggests	suggest	vvz
that	that	cst_dd1
subtle	subtle	jj
signs	sign	nn2
may	may	vm
be	be	vbi
measurable	measurable	jj
as	as	rg
much	much	da1
as	as	csa
10	10	mc
years	year	nnt2
beforehand	beforehand	rr
.	.	y
The	the	at
finding	find	nn1
comes	come	vvz
out	out	ii21
of	of	ii22
a	a	at1
study	study	nn1
of	of	io
2,175	2,175	mc
men	man	nn2
and	and	cc
women	woman	nn2
ages	age	vvz@_nn2
33	33	mc
to	to	ii
88	88	mc
with	with	iw
no	no	at
history	history	nn1
of	of	io
stroke	stroke	nn1
or	or	cc
dementia	dementia	nn1
.	.	y
Researchers	researcher	nn2
found	find	vvd_vvn
that	that	cst_dd1
as	as	ii_csa
the	the	at
risk	risk	nn1
of	of	io
stroke	stroke	nn1
increased	increased	jj_vvd_vvn
 -- 	--	nn1
indicated	indicate	vvn
by	by	ii
variables	variable	nn2
like	like	ii
age	age	nn1
,	,	y
blood	blood	nn1
pressure	pressure	nn1
,	,	y
diabetes	diabetes	nn1
,	,	y
smoking	smoking	jj_vvg
status	status	nn1
,	,	y
history	history	nn1
of	of	io
heart	heart	nn1
disease	disease	nn1
 -- 	--	nn1
the	the	at
subjects	subject	nn2
'	'	ge
cognitive	cognitive	jj
functions	function	nn2
declined	decline	vvd_vvn
,	,	y
perhaps	perhaps	rr
owing	owe	ii21_vvg
to	to	ii22_ii
small	small	jj
,	,	y
undetectable	undetectable	jj
changes	change	nn2
in	in	ii
the	the	at
brain	brain	nn1
.	.	y
"	"	"
People	people	nn
do	do	vd0
n't	n't	xx
just	just	rr
wake	wake	vvi
up	up	rp
one	one	mc1
morning	morning	nnt1
and	and	cc
find	find	vvi
they	they	pphs2
are	be	vbr
demented	demented	jj
,	,	y
"	"	"
says	say	vvz
lead	lead	nn1
author	author	nn1
Merrill	merrill	np1
Elias	elias	np1
.	.	y
"	"	"
They	they	pphs2
progress	progress	vv0@
over	over	ii_rp
time	time	nnt1
.	.	y
"	"	"
 -- 	--	nn1_jj
By	by	ii
Sora	sora	np1
Song	song	nn1
