@@368696	##	fo
By	by	ii
"	"	"
I	i	ppis1
'm	be	vbm
a	a	at1
fabulist	fabulist	nn1
by	by	ii
trade	trade	nn1
...	....	...
This	this	dd1
makes	make	vvz
me	me	ppio1
less	less	rrr
than	than	csn
reliable	reliable	jj
when	when	cs
it	it	pph1
comes	come	vvz
to	to	ii
the	the	at
facts	fact	nn2
,	,	y
"	"	"
cautions	caution	vvz
Gabriel	gabriel	np1
Noone	noone	nn1
at	at	ii
the	the	at
outset	outset	nn1
of	of	io
this	this	dd1
tale	tale	nn1
.	.	y
His	his	appge
caveat	caveat	nn1
is	be	vbz
easily	easily	rr
forgotten	forget	vvn
as	as	csa_ii@
Maupin	maupin	np1_nn1
spins	spin	vvz
the	the	at
engaging	engage	jj
story	story	nn1
of	of	io
Noone	noone	nn1
's	's	ge
paternalistic	paternalistic	jj
telephone	telephone	nn1
relationship	relationship	nn1
with	with	iw
the	the	at
13-year-old	13-year-old	jj
Pete	pete	np1
Lomax	lomax	np1
,	,	y
a	a	at1
fan	fan	nn1
of	of	io
the	the	at
prettified	prettified	jj@	
autobiographical	autobiographical	jj
stories	story	nn2
the	the	at
elder	elder	jjr_nn1
man	man	nn1
relates	relate	vvz
on	on	ii_rp@
his	his	appge
radio	radio	nn1
show	show	nn1
.	.	y
Halfway	halfway	rr_jj
through	through	ii
the	the	at
book	book	nn1
,	,	y
however	however	rr
,	,	y
Noone	noone	nn1
's	's	ge
warning	warning	nn1
re-emerges	re-emerge	vvz
,	,	y
and	and	cc
the	the	at
story	story	nn1
becomes	become	vvz
both	both	rr
a	a	at1
mystery	mystery	nn1
and	and	cc
a	a	at1
meditation	meditation	nn1
on	on	ii
the	the	at
mutability	mutability	nn1
of	of	io
identity	identity	nn1
,	,	y
with	with	iw
a	a	at1
conclusion	conclusion	nn1
that	that	cst_dd1
proves	prove	vvz
frustrating	frustrating	jj
and	and	cc
gimmicky	gimmicky	jj
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Michele	michele	np1
Orecklin	orecklin	np1	
