@@365334	##	fo
The	the	at
widely	widely	rr
used	use	jj_vvn
stress	stress	nn1
test	test	nn1_vv0
,	,	y
or	or	cc
treadmill	treadmill	nn1
test	test	nn1_vv0
,	,	y
may	may	vm
not	not	xx
be	be	vbi
finely	finely	rr
tuned	tune	vvn_vvd
enough	enough	rr_dd
to	to	to
catch	catch	vvi
early	early	jj
heart	heart	nn1
disease	disease	nn1
,	,	y
says	say	vvz
a	a	at1
study	study	nn1
in	in	ii
the	the	at
Journal	journal	nn1
of	of	io
the	the	at
American	american	jj
College	college	nn1
of	of	io
Cardiology	cardiology	nn1_np1
.	.	y
Researchers	researcher	nn2
found	find	vvd_vvn
that	that	cst_dd1
56%	56%	nnu
of	of	io
the	the	at
more	more	dar
than	than	csn
1,000	1,000	mc
patients	patient	nn2
who	who	pnqs
passed	pass	vvd
a	a	at1
treadmill	treadmill	nn1
test	test	nn1_vv0
,	,	y
which	which	ddq
measures	measure	vvz@
how	how	rrq_rgq@
well	well	rr
the	the	at
heart	heart	nn1
withstands	withstand	vvz
exercise	exercise	nn1
,	,	y
scored	score	vvn_vvd
above	above	ii
100	100	mc
on	on	ii
a	a	at1
follow-up	follow-up	jj_nn1
screen	screen	nn1
for	for	if
coronary	coronary	jj
calcium	calcium	nn1
deposits	deposit	nn2
.	.	y
That	that	dd1
puts	put	vvz
them	them	ppho2
at	at	ii
elevated	elevated	jj
risk	risk	nn1
for	for	if
a	a	at1
heart	heart	nn1
attack	attack	nn1
within	within	ii
five	five	mc
years	year	nnt2
.	.	y
The	the	at
study	study	nn1
's	's	ge
authors	author	nn2
say	say	vv0
at-risk	at-risk	jj_nn1
patients	patient	nn2
 -- 	--	nn1_jj
such	such	ii21
as	as	ii22
smokers	smoker	nn2
,	,	y
diabetics	diabetic	nn2
or	or	cc
those	those	dd2
with	with	iw
high	high	jj
cholesterol	cholesterol	nn1
or	or	cc
blood	blood	nn1
pressure	pressure	nn1
 -- 	--	nn1
should	should	vm
get	get	vvi
a	a	at1
coronary	coronary	jj
calcium	calcium	nn1
scan	scan	nn1_vv0
,	,	y
even	even	cs21
if	if	cs22
they	they	pphs2
ace	ace	jj_nn1
their	their	appge
stress	stress	nn1
test	test	nn1
.	.	y
 -- 	--	nn1_jj
By	by	ii
Sora	sora	np1
Song	song	nn1
