@@363585	##	fo
One	one	mc1
unanswered	unanswered	jj
question	question	nn1
about	about	ii
this	this	dd1
winter	winter	nnt1
's	's	ge
flu	flu	nn1
epidemic	epidemic	nn1
was	be	vbdz
whether	whether	csw
the	the	at
vaccine	vaccine	nn1
that	that	cst
Americans	american	nn2
were	be	vbdr
clamoring	clamor	vvg
to	to	to
get	get	vvi
would	would	vm
protect	protect	vvi
against	against	ii
the	the	at
predominant	predominant	jj
Fujian	fujian	jj
strain	strain	nn1
.	.	y
We	we	ppis2
may	may	vm
have	have	vhi
the	the	at
answer	answer	nn1
.	.	y
A	a	at1_zz1
preliminary	preliminary	jj
CDC	cdc	np1
study	study	nn1
of	of	io
1,818	1,818	mc
Colorado	colorado	np1
hospital	hospital	nn1
workers	worker	nn2
suggests	suggest	vvz
the	the	at
vaccine	vaccine	nn1
had	have	vhd
"	"	"
no	no	rr%
or	or	cc
very	very	rg
low	low	jj
effectiveness	effectiveness	nn1
"	"	"
 -- 	--	nn1
from	from	ii
3%	3%	nnu
to	to	ii
14%	14%	nnu
 -- 	--	nn1_jj
against	against	ii
the	the	at
Fujian	fujian	jj
flu	flu	nn1
.	.	y
