@@376661	##	fo
Worried	worry	jj_vvn@
about	about	ii
your	your	appge
credit	credit	nn1
information	information	nn1
?	?	y
Congress	congress	nn1
made	make	vvd_vvn
some	some	dd
major	major	jj
changes	change	nn2
to	to	ii
the	the	at
Fair	fair	jj
Credit	credit	nn1
Reporting	report	nn1
Act	act	nn1
last	last	md
month	month	nnt1
that	that	cst_dd1
should	should	vm
help	help	vvi
assuage	assuage	vvi
your	your	appge
fears	fear	nn2
.	.	y
By	by	ii
the	the	at
end	end	nn1
of	of	io
next	next	md
year	year	nnt1
,	,	y
consumers	consumer	nn2
will	will	vm
be	be	vbi
able	able	jk
to	to	to
obtain	obtain	vvi
one	one	mc1
free	free	jj
credit	credit	nn1
report	report	nn1_vv0@
a	a	at1
year	year	nnt1
from	from	ii
each	each	dd1
of	of	io
the	the	at
three	three	mc
credit	credit	nn1
bureaus	bureau	nn2
 -- 	--	zz
Equifax	equifax	np1
,	,	y
Experian	experian	jj	
and	and	cc
TransUnion	transunion	np1_nn1
.	.	y
Consumers	consumer	nn2
will	will	vm
also	also	rr
be	be	vbi
able	able	jk
to	to	to
opt	opt	vvi
out	out	ii21
of	of	ii22
having	have	vhg
financial	financial	jj
firms	firm	nn2
share	share	vv0
their	their	appge
personal	personal	jj
data	data	nn
for	for	if
marketing	marketing	nn1_vvg@
purposes	purpose	nn2
.	.	y
And	and	cc
creditors	creditor	nn2
will	will	vm
have	have	vhi
to	to	to
tell	tell	vvi
consumers	consumer	nn2
before	before	ii
reporting	report	vvg
negative	negative	jj
information	information	nn1
to	to	to
credit	credit	vvi
bureaus	bureau	nn2
.	.	y
Such	such	da
provisions	provision	nn2
should	should	vm
help	help	vvi
consumers	consumer	nn2
control	control	vvi
their	their	appge
credit	credit	nn1
information	information	nn1
and	and	cc
stave	stave	vv0_nn1
off	off	rp_ii
the	the	at
rise	rise	nn1
in	in	ii
identity	identity	nn1
theft	theft	nn1
,	,	y
which	which	ddq
cost	cost	vv0_nn1
individuals	individual	nn2
$5	$5	nnu
billion	billion	m
last	last	md
year	year	nnt1
.	.	y
Still	still	rr
,	,	y
many	many	da2
consumer	consumer	nn1
groups	group	nn2
opposed	oppose	vvd_vvn
the	the	at
federal	federal	jj
rewrite	rewrite	vv0
because	because	cs
it	it	pph1
prevents	prevent	vvz
states	state	nn2
from	from	ii
enacting	enact	vvg
stronger	strong	jjr
consumer-protection	consumer-protection	nn1_jj	
laws	law	nn2
of	of	io
their	their	appge
own	own	da
.	.	y
 -- 	--	nn1_jj
By	by	ii
Barbara	barbara	np1
Kiviat	kiviat	np1	
