@@334341	##	fo
As	as	ii_csa
the	the	at
airline	airline	nn1
industry	industry	nn1
has	have	vhz
swiftly	swiftly	rr
consolidated	consolidate	vvn
through	through	ii
a	a	at1
whirlwind	whirlwind	nn1
of	of	io
mergers	merger	nn2
,	,	y
many	many	da2
travelers	traveler	nn2
have	have	vh0
wondered	wonder	vvn
whether	whether	csw
less	less	dar_ii%
competition	competition	nn1
would	would	vm
mean	mean	vvi
higher	high	jjr
ticket	ticket	nn1
prices	price	nn2
.	.	y
The	the	at
answer	answer	nn1
:	:	y
not	not	xx
necessarily	necessarily	rr
.	.	y
In	in	ii
the	the	at
past	past	jj
two	two	mc
weeks	week	nnt2
a	a	at1
new	new	jj
fare	fare	nn1
war	war	nn1
has	have	vhz
erupted	erupt	vvn
among	among	ii
several	several	da2
major	major	jj
carriers	carrier	nn2
.	.	y
Continental	continental	nn1_jj
,	,	y
Pan	pan	np1
Am	be	ra@
and	and	cc
TWA	twa	np1_nn1
are	be	vbr
offering	offer	vvg
fares	fare	nn2
that	that	cst
run	run	vv0
as	as	rg
low	low	jj_rr@
as	as	csa
$89	$89	nnu
between	between	ii
New	new	np1
York	york	np1
City	city	nn1
and	and	cc
San	san	np1
Francisco	francisco	np1
and	and	cc
$39	$39	nnu
between	between	ii
Denver	denver	np1
and	and	cc
Salt	salt	np1
Lake	lake	np1
City	city	nn1
.	.	y
Those	those	dd2
prices	price	nn2
are	be	vbr
reduced	reduce	vvn
as	as	rg
much	much	da1
as	as	csa
25%	25%	nnu
from	from	ii
existing	existing	jj
discount	discount	nn1
fares	fare	nn2
.	.	y
<P>	<p>	null	
As	as	rr21
usual	usual	rr22
,	,	y
though	though	cs_rr@
,	,	y
the	the	at
cut-rate	cut-rate	jj_nn1
prices	price	nn2
are	be	vbr
loaded	load	vvn
with	with	iw
restrictions	restriction	nn2
and	and	cc
are	be	vbr
limited	limit	vvn
to	to	ii
about	about	rg
a	a	at1
third	third	md
of	of	io
the	the	at
airlines	airline	nn2
'	'	ge
seats	seat	nn2
,	,	y
which	which	ddq
would	would	vm
otherwise	otherwise	rr
go	go	vvi
unfilled	unfilled	jj
.	.	y
Those	those	dd2
who	who	pnqs
buy	buy	vv0
Continental	continental	nn1
's	's	ge
"	"	"
Maxsaver	maxsaver	nn1_np1	
"	"	"
tickets	ticket	nn2
,	,	y
for	for	rex21
example	example	rex22
,	,	y
can	can	vm
not	not	xx
get	get	vvi
any	any	dd
of	of	io
their	their	appge
money	money	nn1
back	back	rp_nn1
if	if	cs
they	they	pphs2
miss	miss	vv0
the	the	at
flight	flight	nn1
.	.	y
