@@331555	##	fo
For	for	if
the	the	at
past	past	nn1_jj
2	2	mc
1/2	1/2	mf
months	month	nnt2
,	,	y
in	in	ii
a	a	at1
rolling	roll	jj
offensive	offensive	jj_nn1@
,	,	y
the	the	at
Vietnamese	vietnamese	jj
army	army	nn1
has	have	vhz
been	be	vbn
hammering	hammer	vvg
away	away	rl
at	at	ii
the	the	at
Kampuchean	kampuchean	jj_nn1	
resistance	resistance	nn1
.	.	y
Last	last	md
week	week	nnt1
Hanoi	hanoi	np1
's	's	ge
forces	force	nn2
laid	lay	vvn_vvd
siege	siege	nn1
to	to	ii
a	a	at1
key	key	jj
guerrilla	guerrilla	nn1
redoubt	redoubt	nn1_vv0
in	in	ii
the	the	at
Phnom	phnom	nn1_np1
Malai	mala	nn1_jj_np1	
mountains	mountain	nn2
.	.	y
The	the	at
Vietnamese	vietnamese	jj
fielded	field	vvd_vvn
an	an	at1
estimated	estimate	jj@
36,000	36,000	mc
infantrymen	infantryman	nn2
backed	back	vvn
by	by	ii
artillery	artillery	nn1
and	and	cc
armor	armor	nn1
against	against	ii
some	some	dd
17,000	17,000	mc
lightly	lightly	rr
armed	arm	vvn_jj_vvd@
Khmer	khmer	np1
Rouge	rouge	nn1_jj@
fighters	fighter	nn2
.	.	y
<P>	<p>	null	
In	in	ii31
response	response	ii32
to	to	ii33
the	the	at
Khmer	khmer	np1
Rouge	rouge	nn1
's	's	ge
deteriorating	deteriorate	jj
situation	situation	nn1
,	,	y
five	five	mc
members	member	nn2
of	of	io
the	the	at
Association	association	nn1
of	of	io
Southeast	southeast	nd1
Asian	asian	jj
Nations	nation	nn2
(	(	y
Thailand	thailand	np1
,	,	y
Malaysia	malaysia	np1
,	,	y
Indonesia	indonesia	np1
,	,	y
Singapore	singapore	np1
and	and	cc
the	the	at
Philippines	philippines	np2
)	)	y
,	,	y
which	which	ddq
backs	back	vvz
the	the	at
Kampuchean	kampuchean	jj_nn1	
resistance	resistance	nn1
,	,	y
demanded	demand	vvd_vvn
that	that	cst
the	the	at
Soviet	soviet	jj
Union	union	nn1
curtail	curtail	vv0
its	its	appge
military	military	jj
aid	aid	nn1
to	to	ii
Viet	viet	np1
Nam	nam	np1
,	,	y
estimated	estimate	vvn_vvd
at	at	ii
$6	$6	nnu
million	million	m
a	a	at1
day	day	nnt1
.	.	y
Prince	prince	nnb
Norodom	norodom	np1
Sihanouk	sihanouk	np1
,	,	y
the	the	at
nominal	nominal	jj
head	head	nn1
of	of	io
the	the	at
resistance	resistance	nn1
coalition	coalition	nn1
government	government	nn1
,	,	y
warned	warn	vvd_vvn
that	that	cst
China	china	np1
,	,	y
which	which	ddq
invaded	invade	vvd
Viet	viet	np1
Nam	nam	np1
in	in	ii
1979	1979	mc
,	,	y
would	would	vm
teach	teach	vvi
the	the	at
Vietnamese	vietnamese	jj
"	"	"
a	a	at1
second	second	md_nnt1
lesson	lesson	nn1
"	"	"
if	if	cs
the	the	at
guerrillas	guerrilla	nn2
are	be	vbr
pushed	push	vvn
to	to	ii
the	the	at
wall	wall	nn1
.	.	y
