@@332061	##	fo
He	he	pphs1
was	be	vbdz
one	one	mc1
of	of	io
the	the	at
brightest	brightest	jjt_rrt
pop	pop	nn1_vv0
stars	star	nn2
of	of	io
the	the	at
1970s	1970s	mc2
.	.	y
Then	then	rt
one	one	mc1
day	day	nnt1
Cat	cat	np1
Stevens	stevens	np1
announced	announce	vvd
that	that	cst
he	he	pphs1
was	be	vbdz
giving	give	vvg
up	up	rp
singing	sing	vvg
to	to	to
become	become	vvi
a	a	at1
Muslim	muslim	jj_nn1@
.	.	y
Now	now	rt
,	,	y
nine	nine	mc
years	year	nnt2
later	later	rrr
,	,	y
the	the	at
singer	singer	nn1
of	of	io
such	such	da
hits	hit	nn2
as	as	csa
Moonshadow	moonshadow	np1_nn1	
and	and	cc
Peace	peace	nn1
Train	train	nn1
has	have	vhz
just	just	rr
finished	finish	vvn
an	an	at1
eleven-day	eleven-day	jj_nnt1	
visit	visit	nn1
to	to	ii
Turkey	turkey	np1
from	from	ii
his	his	appge
home	home	nn1
in	in	ii
London	london	np1
.	.	y
"	"	"
My	my	appge
records	record	nn2
sold	sell	vvn_vvd
all	all	rr
over	over	ii
Europe	europe	np1
,	,	y
but	but	ccb
I	i	ppis1
was	be	vbdz
not	not	xx
a	a	at1
man	man	nn1
of	of	io
show	show	nn1
business	business	nn1
,	,	y
"	"	"
Stevens	stevens	np1
,	,	y
now	now	rt
Yusuf	yusuf	np1
Islam	islam	nn1
,	,	y
told	tell	vvd_vvn
Turkish	turkish	jj
reporters	reporter	nn2
.	.	y
"	"	"
I	i	ppis1
was	be	vbdz
feeling	feel	vvg_nn1
lost	lose	vvn_jj@_vvd
.	.	y
But	but	ccb
once	once	rr_cs@
I	i	ppis1
read	read	vv0_vvd
the	the	at
Koran	koran	nn1
I	i	ppis1
took	take	vvd
refuge	refuge	nn1
in	in	ii
the	the	at
guidance	guidance	nn1
of	of	io
Allah	allah	np1
.	.	y
This	this	dd1
took	take	vvd
the	the	at
place	place	nn1
of	of	io
secular	secular	jj
things	thing	nn2
.	.	y
All	all	db
my	my	appge
concepts	concept	nn2
have	have	vh0
changed	change	vvn
.	.	y
"	"	"
Indeed	indeed	rr
.	.	y
Islam	islam	nn1
,	,	y
37	37	mc
,	,	y
also	also	rr
chided	chide	vvd
those	those	dd2
who	who	pnqs
let	let	vv0
music	music	nn1
take	take	vvi
"	"	"
the	the	at
place	place	nn1
of	of	io
Allah	allah	np1
.	.	y
"	"	"
