@@330765	##	fo
DIED	die	vvd_vvn@
.	.	y
Julian	julian	np1
Beck	beck	np1
,	,	y
60	60	mc
,	,	y
avant-garde	avant-garde	jj_nn1
actor-director	actor-director	nn1	
who	who	pnqs
with	with	iw
his	his	appge
wife	wife	nn1
Judith	judith	np1
Malina	malina	np1
founded	found	vvd
and	and	cc
for	for	if
38	38	mc
years	year	nnt2
ran	run	vvd
the	the	at
influential	influential	jj
Living	living	jj_nn1
Theater	theater	nn1_np1
,	,	y
which	which	ddq
used	use	jj_vvd
improvisation	improvisation	nn1
and	and	cc
superrealistic	superrealistic	jj
horror	horror	nn1
effects	effect	nn2
to	to	to
shock	shock	vvi
audiences	audience	nn2
and	and	cc
express	express	vvi
their	their	appge
pacifism	pacifism	nn1
and	and	cc
dissent	dissent	vv0_nn1
from	from	ii
society	society	nn1
,	,	y
in	in	ii
such	such	da
productions	production	nn2
as	as	csa
The	the	at
Connection	connection	nn1
(	(	y
1959	1959	mc
)	)	y
,	,	y
The	the	at
Brig	brig	nn1
(	(	y
1963	1963	mc
)	)	y
and	and	cc
Frankenstein	frankenstein	np1
(	(	y
1965	1965	mc
)	)	y
;	;	y
of	of	io
cancer	cancer	nn1
;	;	y
in	in	ii
New	new	np1
York	york	np1
City	city	nn1
.	.	y
