@@333761	##	fo
After	after	ii_cs
74	74	mc
days	day	nnt2
and	and	cc
1,000	1,000	mc
deaths	death	nn2
,	,	y
the	the	at
1982	1982	mc
war	war	nn1
between	between	ii
Britain	britain	np1
and	and	cc
Argentina	argentina	np1
over	over	ii
the	the	at
Falkland	falkland	np1
Islands	island	nnl2
ended	end	vvd_vvn
in	in	ii_rp@
a	a	at1
formal	formal	jj
British	british	jj
victory	victory	nn1
,	,	y
right	right	rr_nn1_jj
?	?	y
Wrong	wrong	jj_rr@_nn1@
.	.	y
While	while	cs
the	the	at
British	british	jj
did	do	vdd
defeat	defeat	vvi
the	the	at
Argentines	argentine	np2_nn2	
in	in	ii
battle	battle	nn1
,	,	y
no	no	at
cease-fire	cease-fire	nn1
was	be	vbdz
ever	ever	rr
signed	sign	vvn_vvd
between	between	ii
the	the	at
two	two	mc
belligerents	belligerent	nn2
,	,	y
so	so	rg_rr
technically	technically	rr
the	the	at
war	war	nn1
goes	go	vvz
on	on	rp@
.	.	y
<P>	<p>	null	
Argentina	argentina	np1
last	last	md
week	week	nnt1
proposed	propose	vvd_vvn
an	an	at1
end	end	nn1
to	to	ii
hostilities	hostility	nn2
and	and	cc
a	a	at1
resumption	resumption	nn1
of	of	io
normal	normal	jj
diplomatic	diplomatic	jj
relations	relation	nn2
if	if	cs
Britain	britain	np1
would	would	vm
lift	lift	vvi
a	a	at1
150-mile	150-mile	nnu1_jj
protective	protective	jj
zone	zone	nn1
around	around	ii
the	the	at
Falkland	falkland	np1
Islands	island	nnl2
that	that	dd1_cst
keeps	keep	vvz
out	out	rp
Argentine	argentine	jj_nn1
ships	ship	nn2
.	.	y
Argentina	argentina	np1
also	also	rr
wanted	want	vvn_vvd
to	to	to
discuss	discuss	vvi
the	the	at
sovereignty	sovereignty	nn1
of	of	io
the	the	at
British-held	british-held	jj_nn1
Falklands	falklands	np1
(	(	y
pop	pop	nn1_vv0
.	.	y
2,000	2,000	mc
)	)	y
,	,	y
which	which	ddq
Argentina	argentina	np1
claims	claim	nn2_vvz
and	and	cc
calls	call	vvz_nn2
Las	las	np1
Malvinas	malvinas	np1	
.	.	y
<P>	<p>	null	
But	but	ccb
Britain	britain	np1
immediately	immediately	rr
spurned	spurn	vvd
the	the	at
cease-fire	cease-fire	nn1
proposal	proposal	nn1
as	as	ii_csa
an	an	at1
attempt	attempt	nn1
to	to	to
gain	gain	vvi
at	at	ii
the	the	at
bargaining	bargaining	nn1
table	table	nn1
what	what	ddq
could	could	vm
not	not	xx
be	be	vbi
won	win	vvn
in	in	ii
combat	combat	nn1
.	.	y
The	the	at
response	response	nn1
of	of	io
Argentine	argentine	jj_nn1_np1
President	president	nnb
Raul	raul	np1
Alfonsin	alfonsin	np1	
:	:	y
"	"	"
We	we	ppis2
are	be	vbr
still	still	rr
seeing	see	vvg
the	the	at
intransigence	intransigence	nn1
and	and	cc
the	the	at
obstinacy	obstinacy	nn1
of	of	io
the	the	at
government	government	nn1
of	of	io
Britain	britain	np1
.	.	y
"	"	"
