@@330767	##	fo
DIED	die	vvd_vvn@
.	.	y
John	john	np1
Holt	holt	np1
,	,	y
62	62	mc
,	,	y
author	author	nn1
and	and	cc
onetime	onetime	jj
fifth-grade	fifth-grade	jj_nn1
teacher	teacher	nn1
whose	whose	ddqge
eloquent	eloquent	jj
,	,	y
anguished	anguished	jj
1964	1964	mc
journal	journal	nn1
about	about	ii
his	his	appge
years	year	nnt2
in	in	ii
the	the	at
classroom	classroom	nn1
,	,	y
How	how	rrq
Children	child	nn2
Fail	fail	vv0
,	,	y
sparked	spark	vvd_vvn
a	a	at1
spirited	spirited	jj
national	national	jj
debate	debate	nn1
on	on	ii
the	the	at
quality	quality	nn1
of	of	io
the	the	at
nation	nation	nn1
's	's	ge
schools	school	nn2
,	,	y
to	to	ii
which	which	ddq
he	he	pphs1
continued	continue	vvd
to	to	to
contribute	contribute	vvi
with	with	iw
several	several	da2
other	other	jj
books	book	nn2
,	,	y
including	including	ii_vvg@
How	how	rrq
Children	child	nn2
Learn	learn	vv0
(	(	y
1967	1967	mc
)	)	y
;	;	y
of	of	io
cancer	cancer	nn1
;	;	y
in	in	ii
Boston	boston	np1
.	.	y
