@@333356	##	fo
HOSPITALIZED	hospitalize	np1_jj_vvd	
.	.	y
Kakuei	kakuei	np1@	
Tanaka	tanaka	np1
,	,	y
66	66	mc
,	,	y
Prime	prime	jj
Minister	minister	nn1
of	of	io
Japan	japan	np1
from	from	ii
1972	1972	mc
to	to	ii
1974	1974	mc
and	and	cc
continuing	continuing	jj_vvg
political	political	jj
power	power	nn1
broker	broker	nn1
;	;	y
in	in	ii
improving	improve	jj_vvg
condition	condition	nn1
after	after	ii_cs
a	a	at1
stroke	stroke	nn1
;	;	y
in	in	ii
Tokyo	tokyo	np1
.	.	y
Despite	despite	ii
a	a	at1
1983	1983	mc
bribery	bribery	nn1
conviction	conviction	nn1
stemming	stem	vvg
from	from	ii
the	the	at
Lockheed	lockheed	np1_nn1@
Corp	corp	nn1
.	.	y
case	case	nn1
,	,	y
now	now	rt
being	be	vbg
appealed	appeal	vvn
,	,	y
Tanaka	tanaka	np1
retained	retain	vvd
nearly	nearly	rr
complete	complete	jj_vv0
control	control	nn1
over	over	ii
the	the	at
Liberal	liberal	jj
Democratic	democratic	jj
Party	party	nn1
,	,	y
backing	back	vvg
incumbent	incumbent	jj
Prime	prime	jj
Minister	minister	nn1
Yasuhiro	yasuhiro	np1
Nakasone	nakasone	np1	
last	last	md
year	year	nnt1
for	for	if
a	a	at1
second	second	md_nnt1
term	term	nn1
.	.	y
In	in	ii
recent	recent	jj
months	month	nnt2
,	,	y
however	however	rr
,	,	y
his	his	appge
authority	authority	nn1
has	have	vhz
been	be	vbn
under	under	ii
attack	attack	nn1
,	,	y
and	and	cc
if	if	cs_csw@
his	his	appge
health	health	nn1
further	far	rrr
reduces	reduce	vvz
his	his	appge
influence	influence	nn1
,	,	y
Nakasone	nakasone	np1	
's	's	ge
position	position	nn1
will	will	vm
be	be	vbi
at	at	ii
risk	risk	nn1
.	.	y
