@@320812	##	fo
On	on	ii
the	the	at
Record	record	nn1
<P>	<p>	null	
Gene	gene	np1@
Shalit	shalit	np1
,	,	y
movie	movie	nn1
critic	critic	nn1
for	for	if
NBC	nbc	np1
's	be	vbz_ge
Today	today	rt
show	show	vv0
,	,	y
on	on	ii
what	what	ddq
the	the	at
beleaguered	beleaguered	jj
network	network	nn1
's	's	ge
initials	initial	nn2
stand	stand	vv0
for	for	if
:	:	y
"	"	"
Nothing	nothing	pn1
But	but	ii
Chaos	chaos	nn1
.	.	y
"	"	"
<P>	<p>	null	
Mark	mark	np1
Russell	russell	np1
,	,	y
48	48	mc
,	,	y
Washington	washington	np1
political	political	jj
satirist	satirist	nn1
,	,	y
on	on	ii
the	the	at
Reagan	reagan	np1
Cabinet	cabinet	nn1
:	:	y
"	"	"
They	they	pphs2
're	be	vbr
the	the	at
kind	kind	nn1
of	of	io
guys	guy	nn2
that	that	cst
come	come	vv0
home	home	rl
from	from	ii
a	a	at1
white-tie	white-tie	jj_nn1	
affair	affair	nn1
and	and	cc
slip	slip	vv0_nn1
into	into	ii
a	a	at1
black	black	jj
tie	tie	nn1
.	.	y
"	"	"
<P>	<p>	null	
Steven	steven	np1
Bach	bach	np1
,	,	y
41	41	mc
,	,	y
film	film	nn1
maker	maker	nn1
,	,	y
after	after	ii
being	be	vbg
ousted	oust	vvn
as	as	ii
head	head	nn1
of	of	io
production	production	nn1
at	at	ii
United	united	jj
Artists	artist	nn2
:	:	y
"	"	"
We	we	ppis2
'll	will	vm
find	find	vvi
out	out	rp
how	how	rgq@_rrq
badly	badly	rr
I	i	ppis1
was	be	vbdz
hurt	hurt	vvn
if	if	cs
I	i	ppis1
ca	can	vm
n't	n't	xx
get	get	vvi
a	a	at1
table	table	nn1
any	any	dd
more	more	dar
at	at	ii
Ma	ma	np1
Maison	maison	np1
.	.	y
Then	then	rt
I	i	ppis1
'm	be	vbm
in	in	ii
disgrace	disgrace	nn1
.	.	y
"	"	"
