@@329160	##	fo
Scorching	scorch	vvg_jj@
temperatures	temperature	nn2
,	,	y
dry	dry	jj
lightning	lightning	nn1
storms	storm	nn2
and	and	cc
little	little	jj_da1
rain	rain	nn1
have	have	vh0
incinerated	incinerate	vvn
much	much	da1
of	of	io
the	the	at
West	west	nd1
again	again	rt
this	this	dd1
year	year	nnt1
.	.	y
"	"	"
At	at	ii
one	one	mc1
point	point	nn1
we	we	ppis2
had	have	vhd
43	43	mc
major	major	jj
fires	fire	nn2
going	go	vvg
simultaneously	simultaneously	rr
,	,	y
"	"	"
said	say	vvd
Arnold	arnold	np1
Hartigan	hartigan	np1_nn1@
of	of	io
Idaho	idaho	np1
's	's	ge
Boise	boise	np1
Interagency	interagency	np1_nn1
Fire	fire	nn1
Center	center	nn1
,	,	y
the	the	at
nation	nation	nn1
's	's	ge
wildfire	wildfire	nn1
command	command	nn1_vv0
post	post	nn1
.	.	y
Idaho	idaho	np1
has	have	vhz
had	have	vhn
18	18	mc
major	major	jj
fires	fire	nn2
burning	burn	vvg
across	across	ii
187,000	187,000	mc
acres	acre	nnu2
,	,	y
while	while	cs
Oregon	oregon	np1
had	have	vhd
nine	nine	mc
on	on	ii
54,000	54,000	mc
acres	acre	nnu2
.	.	y
California	california	np1
had	have	vhd
two	two	mc
major	major	jj
fires	fire	nn2
that	that	cst
burned	burn	vvd
23,000	23,000	mc
acres	acre	nnu2
,	,	y
and	and	cc
Utah	utah	np1
had	have	vhd
one	one	mc1
big	big	jj
blaze	blaze	nn1
on	on	ii
1,700	1,700	mc
acres	acre	nnu2
.	.	y
<P>	<p>	null	
The	the	at
Lowman	lowman	nn1_np1	
fire	fire	nn1
,	,	y
75	75	mc
miles	mile	nnu2
northeast	northeast	nd1
of	of	io
Boise	boise	np1
,	,	y
destroyed	destroy	vvd_vvn
25	25	mc
houses	house	nn2
and	and	cc
businesses	business	nn2
,	,	y
including	including	ii_vvg@
a	a	at1
resort	resort	nn1
lodge	lodge	nn1
.	.	y
Idaho	idaho	np1
Governor	governor	nnb
Cecil	cecil	np1
Andrus	andrus	np1
declared	declare	vvd
an	an	at1
extreme	extreme	jj
emergency	emergency	nn1
to	to	to
call	call	vvi
in	in	ii_rp@
more	more	dar
than	than	csn
300	300	mc
National	national	jj
Guardsmen	guardsmen	nn2
to	to	to
help	help	vvi
9,000	9,000	mc
fire	fire	nn1
fighters	fighter	nn2
battling	battle	vvg
to	to	to
control	control	vvi
the	the	at
burning	burning	jj
land	land	nn1
.	.	y
Although	although	cs
the	the	at
fires	fire	nn2
are	be	vbr
not	not	xx
quite	quite	rg
as	as	rg
bad	bad	jj
as	as	csa
last	last	md
year	year	nnt1
's	's	ge_vbz
,	,	y
462	462	mc
million	million	m
board	board	nn1
feet	foot	nn2
of	of	io
timber	timber	nn1
have	have	vh0
been	be	vbn
destroyed	destroy	vvn
in	in	ii
the	the	at
Boise	boise	np1
National	national	jj
Forest	forest	nn1
alone	alone	rr_jj
.	.	y
