@@332862	##	fo
Britain	britain	np1
's	's	ge
"	"	"
Iron	iron	nn1
Lady	lady	nn1
"	"	"
was	be	vbdz
on	on	ii
the	the	at
mend	mend	nn1
last	last	md
week	week	nnt1
.	.	y
Prime	prime	jj
Minister	minister	nn1
Margaret	margaret	np1
Thatcher	thatcher	np1
underwent	undergo	vvd
an	an	at1
hourlong	hourlong	nn1
operation	operation	nn1
on	on	ii
her	her	appge
right	right	jj
hand	hand	nn1
to	to	to
correct	correct	vvi
Dupuytren	dupuytren	np1_nn1	
's	's	ge
contracture	contracture	nn1	
,	,	y
a	a	at1
condition	condition	nn1
in	in	ii
which	which	ddq
her	her	appge
pinky	pinky	nn1
was	be	vbdz
drawn	draw	vvn
toward	toward	ii
the	the	at
palm	palm	nn1
.	.	y
If	if	cs
left	left	jj_vvn
untreated	untreated	jj
,	,	y
the	the	at
ailment	ailment	nn1
can	can	vm
cause	cause	vvi
deformity	deformity	nn1
and	and	cc
loss	loss	nn1
of	of	io
use	use	nn1
of	of	io
the	the	at
hand	hand	nn1
.	.	y
<P>	<p>	null	
Thatcher	thatcher	np1
,	,	y
who	who	pnqs
had	have	vhd
surgery	surgery	nn1
for	for	if
a	a	at1
detached	detached	jj
retina	retina	nn1
in	in	ii
1983	1983	mc
,	,	y
remains	remain	vvz
in	in	ii
vigorous	vigorous	jj
overall	overall	jj_nn1
health	health	nn1
.	.	y
Within	within	ii
hours	hour	nnt2
of	of	io
the	the	at
operation	operation	nn1
she	she	pphs1
was	be	vbdz
studying	study	vvg
government	government	nn1
papers	paper	nn2
.	.	y
Said	say	vvd
one	one	mc1
aide	aide	nn1
:	:	y
"	"	"
Anyone	anyone	pn1
who	who	pnqs
thinks	think	vvz
she	she	pphs1
'll	will	vm
cut	cut	vvi
down	down	rp
her	her	appge
work	work	nn1
load	load	nn1
does	do	vdz
n't	n't	xx
know	know	vvi
Margaret	margaret	np1
Thatcher	thatcher	np1
.	.	y
"	"	"
