@@338451	##	fo
The	the	at
pageant	pageant	nn1
was	be	vbdz
slated	slate	vvn@
to	to	to
be	be	vbi
the	the	at
city	city	nn1
of	of	io
Beijing	beijing	np1
's	's	ge
first	first	md
beauty	beauty	nn1
contest	contest	nn1
since	since	cs_ii@
the	the	at
1949	1949	mc
revolution	revolution	nn1
,	,	y
and	and	cc
students	student	nn2
,	,	y
dancers	dancer	nn2
,	,	y
even	even	rr
nurses	nurse	nn2_vvz%
from	from	ii
the	the	at
People	people	nn
's	's	ge
Liberation	liberation	nn1
Army	army	nn1
rushed	rush	vvd_vvn
to	to	to
sign	sign	vvi
up	up	rp
as	as	csa_ii@
contestants	contestant	nn2
.	.	y
Communist	communist	jj
Party	party	nn1
hard-liners	hard-liner	nn2
,	,	y
however	however	rr
,	,	y
apparently	apparently	rr
felt	feel	vvd_vvn
that	that	cst_dd1
bourgeois	bourgeois	jj
tendencies	tendency	nn2
were	be	vbdr
getting	get	vvg
out	out	ii21
of	of	ii22
hand	hand	nn1
.	.	y
Television	television	nn1
coverage	coverage	nn1
of	of	io
the	the	at
event	event	nn1
was	be	vbdz
canceled	cancel	vvn@
.	.	y
Instead	instead	rr
,	,	y
40	40	mc
quarter-finalists	quarter-finalist	nn2	
assembled	assemble	vvn_vvd
last	last	md
week	week	nnt1
before	before	ii_cs
a	a	at1
sprinkling	sprinkle	nn1@
of	of	io
spectators	spectator	nn2
in	in	ii
an	an	at1
austere	austere	jj
union	union	nn1
hall	hall	nn1
for	for	if
what	what	ddq
was	be	vbdz
dubbed	dub	vvn
a	a	at1
tea	tea	nn1
party	party	nn1
.	.	y
Rather	rather	cs21
than	than	cs22
choose	choose	vvi
a	a	at1
single	single	jj
Miss	miss	nnb
Beijing	beijing	np1
,	,	y
the	the	at
pageant	pageant	nn1
organizers	organizer	nn2
honored	honor	vvd
twelve	twelve	mc
"	"	"
outstanding	outstanding	jj
contestants	contestant	nn2
who	who	pnqs
left	leave	vvd
a	a	at1
relatively	relatively	rr
deep	deep	jj
impression	impression	nn1
.	.	y
"	"	"
Several	several	da2
were	be	vbdr
chosen	choose	vvn
for	for	if
their	their	appge
"	"	"
inner	inner	jj
beauty	beauty	nn1
"	"	"
rather	rather	ii21
than	than	ii22
their	their	appge
physical	physical	jj
attributes	attribute	nn2
.	.	y
