@@335754	##	fo
"	"	"
There	there	ex
's	be	vbz
going	go	vvgk
to	to	to
be	be	vbi
a	a	at1
lot	lot	nn1
of	of	io
celebrating	celebrate	vvg
in	in	ii
Miami	miami	np1
,	,	y
"	"	"
predicted	predict	vvd_vvn
a	a	at1
jubilant	jubilant	jj
Roberto	roberto	np1
Arguello	arguello	np1
.	.	y
The	the	at
president	president	nn1
of	of	io
the	the	at
Nicaraguan	nicaraguan	jj
American	american	jj
Bankers	banker	nn2
Association	association	nn1
was	be	vbdz
exulting	exult	vvg
last	last	md
week	week	nnt1
because	because	cs
the	the	at
Reagan	reagan	np1
Administration	administration	nn1
had	have	vhd
just	just	rr
modified	modify	vvn
its	its	appge
immigration	immigration	nn1
policy	policy	nn1
to	to	to
provide	provide	vvi
asylum	asylum	nn1
for	for	if
200,000	200,000	mc
Nicaraguan	nicaraguan	jj
exiles	exile	nn2
,	,	y
including	including	ii
75,000	75,000	mc
in	in	ii
South	south	nd1
Florida	florida	np1
.	.	y
<P>	<p>	null	
Exultation	exultation	nn1_np1@
was	be	vbdz
not	not	xx
shared	share	vvn_jj
,	,	y
however	however	rr
,	,	y
by	by	ii
the	the	at
legions	legion	nn2
of	of	io
other	other	jj
Central	central	jj
American	american	jj
refugees	refugee	nn2
the	the	at
Administration	administration	nn1
refuses	refuse	vvz
to	to	to
welcome	welcome	vvi
.	.	y
Democratic	democratic	jj
Congressman	congressman	nn1
John	john	np1
Joseph	joseph	np1
Moakley	moakley	np1_nn1@	
of	of	io
Massachusetts	massachusetts	np1
,	,	y
sponsor	sponsor	nn1
of	of	io
legislation	legislation	nn1
to	to	to
prevent	prevent	vvi
the	the	at
deportation	deportation	nn1
of	of	io
Salvadorans	salvadoran	np2_nn2
and	and	cc
Nicaraguans	nicaraguan	nn2
,	,	y
accused	accuse	vvd_vvn
the	the	at
Administration	administration	nn1
of	of	io
"	"	"
playing	play	vvg
politics	politics	nn1
with	with	iw
people	people	nn
's	's	ge
lives	live	nn2
"	"	"
in	in	ii
helping	help	vvg_nn1
Nicaraguans	nicaraguan	nn2
(	(	y
reflecting	reflect	vvg
U.S.	u.s.-	np1
aversion	aversion	nn1
to	to	ii
the	the	at
Sandinista	sandinista	np1
regime	regime	nn1
)	)	y
while	while	cs
ignoring	ignore	vvg
;	;	y
Salvadorans	salvadoran	np2	
(	(	y
to	to	to
avoid	avoid	vvi
suggesting	suggest	vvg
that	that	cst
they	they	pphs2
might	might	vm
have	have	vhi
reason	reason	nn1
to	to	to
flee	flee	vvi
from	from	ii
a	a	at1
government	government	nn1
the	the	at
U.S.	u.s.-	np1
supports	support	vvz_nn2
)	)	y
.	.	y
Said	say	vvd
Moakley	moakley	np1	
:	:	y
"	"	"
If	if	cs
El	el	np1
Salvador	salvador	np1
were	be	vbdr
under	under	rg@_ii
Communist	communist	jj
leadership	leadership	nn1
,	,	y
they	they	pphs2
'd	have	vm
have	have	vhi
the	the	at
welcome	welcome	jj_nn1
wagons	wagon	nn2
out	out	rp_ii%
waiting	wait	vvg
.	.	y
"	"	"
