@@299041	##	fo
The	the	at
Democrats	democrat	nn2
will	will	vm
send	send	vvi
two	two	mc
basic	basic	jj
kinds	kind	nn2
of	of	io
delegates	delegate	nn2
to	to	ii
their	their	appge
convention	convention	nn1
this	this	dd1
year	year	nnt1
.	.	y
The	the	at
first	first	md
are	be	vbr
those	those	dd2
elected	elect	vvn
in	in	ii
primaries	primary	nn2
and	and	cc
caucuses	caucus	nn2_vvz
.	.	y
Most	most	dat
are	be	vbr
pledged	pledge	vvn
to	to	ii
a	a	at1
particular	particular	jj
candidate	candidate	nn1
,	,	y
while	while	cs
some	some	dd
are	be	vbr
elected	elect	vvn
as	as	csa_rg@_ii@
uncommitted	uncommitted	jj
.	.	y
Those	those	dd2
who	who	pnqs
are	be	vbr
either	either	rr
pledged	pledge	vvn_vvd
or	or	cc
have	have	vh0
expressed	express	vvn
a	a	at1
preference	preference	nn1
are	be	vbr
listed	list	vvn
in	in	ii
their	their	appge
candidate	candidate	nn1
's	's	ge
totals	total	nn2
.	.	y
Under	under	ii
the	the	at
1984	1984	mc
rules	rule	nn2
,	,	y
however	however	rr
,	,	y
even	even	rr
pledged	pledge	vvn_vvd
delegates	delegate	nn2
are	be	vbr
not	not	xx
forced	force	vvn
to	to	to
vote	vote	vvi
for	for	if
their	their	appge
candidates	candidate	nn2
.	.	y
The	the	at
second	second	md
type	type	nn1
consists	consist	vvz
of	of	io
568	568	mc
slots	slot	nn2
set	set	vv0_vvn_vvd
aside	aside	rl
for	for	if
party	party	nn1
officials	official	nn2
and	and	cc
local	local	jj
and	and	cc
national	national	jj
officeholders	officeholder	nn2
.	.	y
These	these	dd2
"	"	"
superdelegates	superdelegates	nn2	
"	"	"
are	be	vbr
technically	technically	rr
unpledged	unpledged	jj
.	.	y
But	but	ccb
those	those	dd2
who	who	pnqs
have	have	vh0
made	make	vvn
their	their	appge
preferences	preference	nn2
known	know	vvn
are	be	vbr
listed	list	vvn
in	in	ii
the	the	at
totals	total	nn2
for	for	if
the	the	at
candidate	candidate	nn1
they	they	pphs2
support	support	vv0
.	.	y
