@@330169	##	fo
Ever	ever	rr
since	since	cs_ii@
Iraq	iraq	np1
credited	credit	vvd@
its	its	appge
use	use	nn1
of	of	io
medium-range	medium-range	jj_nn1
missiles	missile	nn2
against	against	ii
Iran	iran	np1
with	with	iw
bringing	bring	vvg
a	a	at1
halt	halt	nn1
to	to	ii
the	the	at
gulf	gulf	nn1
war	war	nn1
in	in	ii
1988	1988	mc
,	,	y
the	the	at
regime	regime	nn1
of	of	io
President	president	nnb
Saddam	saddam	np1
Hussein	hussein	np1
has	have	vhz
relentlessly	relentlessly	rr
pursued	pursue	vvn
high-tech	high-tech	jj_nn1
advances	advance	nn2_vvz
in	in	ii
its	its	appge
military	military	jj
hardware	hardware	nn1
.	.	y
<P>	<p>	null	
Last	last	md
week	week	nnt1
Baghdad	baghdad	np1
claimed	claim	vvd
to	to	to
have	have	vhi
scored	score	vvn
not	not	xx
one	one	pn1_mc1
but	but	ccb
two	two	mc
such	such	da
gains	gain	nn2
:	:	y
the	the	at
successful	successful	jj
firing	fire	nn1
of	of	io
a	a	at1
three-stage	three-stage	jj
rocket	rocket	nn1
capable	capable	jj
of	of	io
lifting	lift	vvg_nn1_jj@
satellites	satellite	nn2
into	into	ii
space	space	nn1
,	,	y
and	and	cc
the	the	at
test	test	nn1
firing	fire	nn1
of	of	io
two	two	mc
surface-to-surface	surface-to-surface	jj
missiles	missile	nn2
with	with	iw
a	a	at1
range	range	nn1
of	of	io
1,240	1,240	mc
miles	mile	nnu2
,	,	y
more	more	dar
than	than	csn
twice	twice	rr
that	that	dd1
of	of	io
the	the	at
ones	one	nn2
thought	think	vvd_vvn
to	to	to
be	be	vbi
currently	currently	rr
in	in	ii
the	the	at
Iraqi	iraqi	jj
arsenal	arsenal	nn1
.	.	y
<P>	<p>	null	
Both	both	db2
claims	claim	nn2
had	have	vhd
a	a	at1
slightly	slightly	rr
empty	empty	jj
ring	ring	nn1
.	.	y
Baghdad	baghdad	np1
almost	almost	rr
certainly	certainly	rr
does	do	vdz
not	not	xx
possess	possess	vvi
a	a	at1
satellite	satellite	nn1
or	or	cc
the	the	at
technology	technology	nn1
to	to	to
build	build	vvi
one	one	pn1_mc1
.	.	y
As	as	ii21
for	for	ii22
the	the	at
missiles	missile	nn2
,	,	y
Western	western	jj_np1
analysts	analyst	nn2
express	express	vv0
some	some	dd
doubts	doubt	nn2
about	about	ii
the	the	at
accuracy	accuracy	nn1
of	of	io
any	any	dd
longer-range	longer-range	jj_nn1
missiles	missile	nn2
under	under	ii
development	development	nn1
in	in	ii
Iraq	iraq	np1
.	.	y
