@@339539	##	fo
Ronald	ronald	np1
Reagan	reagan	np1
,	,	y
self-proclaimed	self-proclaimed	jj
enemy	enemy	nn1
of	of	io
Washington	washington	np1
's	's	ge
bloated	bloated	jj
bureaucracy	bureaucracy	nn1
,	,	y
came	come	vvd
into	into	ii
office	office	nn1
eight	eight	mc
years	year	nnt2
ago	ago	ra
vowing	vow	vvg
to	to	to
dismantle	dismantle	vvi
Jimmy	jimmy	np1
Carter	carter	np1
's	's	ge
two	two	mc
additions	addition	nn2
to	to	ii
the	the	at
Cabinet	cabinet	nn1
,	,	y
the	the	at
departments	department	nn2
of	of	io
Education	education	nn1
and	and	cc
Energy	energy	nn1
.	.	y
He	he	pphs1
has	have	vhz
not	not	xx
only	only	rr
failed	fail	vvn
to	to	to
scale	scale	vvi
back	back	rp
the	the	at
Cabinet	cabinet	nn1
,	,	y
but	but	ccb
is	be	vbz
also	also	rr
on	on	ii
the	the	at
verge	verge	nn1
of	of	io
expanding	expand	vvg
it	it	pph1
.	.	y
This	this	dd1
week	week	nnt1
the	the	at
President	president	nn1
is	be	vbz
expected	expect	vvn_jj
to	to	to
sign	sign	vvi
legislation	legislation	nn1
elevating	elevate	vvg
the	the	at
Veterans	veteran	nn2
Administration	administration	nn1
to	to	ii
a	a	at1
Cabinet-level	cabinet-level	jj_nn1
department	department	nn1
.	.	y
That	that	dd1
will	will	vm
bring	bring	vvi
the	the	at
number	number	nn1
of	of	io
Cabinet	cabinet	nn1
departments	department	nn2
to	to	ii
14	14	mc
.	.	y
<P>	<p>	null	
There	there	ex
was	be	vbdz
an	an	at1
election	election	nn1
year	year	nnt1
timeliness	timeliness	nn1
to	to	ii
Reagan	reagan	np1
's	's	ge
turnaround	turnaround	nn1
and	and	cc
Congress	congress	nn1
's	's	ge
overwhelming	overwhelming	jj
support	support	nn1
for	for	if
the	the	at
new	new	jj
Cabinet	cabinet	nn1
post	post	nn1
.	.	y
In	in	ii
their	their	appge
frenzy	frenzy	nn1
to	to	to
appeal	appeal	vvi
to	to	ii
27.5	27.5	mc
million	million	m
U.S.	u.s.-	np1
veterans	veteran	nn2
,	,	y
the	the	at
politicians	politician	nn2
seem	seem	vv0
unconcerned	unconcerned	jj
that	that	cst
the	the	at
cost	cost	nn1
of	of	io
transforming	transform	vvg
the	the	at
V.A	va	np1
.	.	y
into	into	ii
a	a	at1
Cabinet	cabinet	nn1
department	department	nn1
will	will	vm
be	be	vbi
$9.9	$9.9	nnu
million	million	m
.	.	y
The	the	at
biggest	big	jjt
chunk	chunk	nn1
of	of	io
that	that	dd1
cost	cost	nn1
will	will	vm
go	go	vvi
to	to	ii
changing	change	jj_vvg
signs	sign	nn2
on	on	ii
the	the	at
532	532	mc
V.A	va	np1
.	.	y
buildings	building	nn2
.	.	y
