@@332266	##	fo
Times	time	nnt2
have	have	vh0
changed	change	vvn
since	since	cs_ii@
Betty	betty	np1
Crocker	crocker	np1
made	make	vvd
her	her	appge
debut	debut	nn1
in	in	ii
1936	1936	mc
as	as	ii
a	a	at1
symbol	symbol	nn1
of	of	io
General	general	nnb
Mills	mill	np1
,	,	y
and	and	cc
so	so	rr
has	have	vhz
she	she	pphs1
.	.	y
With	with	iw
five	five	mc
face-lifts	face-lift	nn2
through	through	ii
1980	1980	mc
,	,	y
Betty	betty	np1
grew	grow	vvd
younger	young	jjr
and	and	cc
more	more	rgr_dar
modern	modern	jj
.	.	y
The	the	at
sixth	sixth	md
edition	edition	nn1
of	of	io
General	general	nnb
Mills	mill	np1
'	'	ge
classic	classic	jj_nn1
cookbook	cookbook	nn1
,	,	y
published	publish	vvd_vvn
last	last	md
week	week	nnt1
,	,	y
presents	present	vvz
Betty	betty	np1
with	with	iw
a	a	at1
distinctly	distinctly	rr
young	young	jj
urban	urban	jj
professional	professional	jj
look	look	nn1
.	.	y
<P>	<p>	null	
Spiffed	spiff	vvd_vvn@	
up	up	rp
in	in	ii
a	a	at1
business	business	nn1
suit	suit	nn1_vv0
,	,	y
Betty	betty	np1
appears	appear	vvz
to	to	to
be	be	vbi
a	a	at1
woman	woman	nn1
who	who	pnqs
would	would	vm
feel	feel	vvi
as	as	rg@
much	much	da1_rr
at	at	ii
home	home	nn1
in	in	ii
the	the	at
boardroom	boardroom	nn1
as	as	csa
in	in	ii
the	the	at
kitchen	kitchen	nn1
.	.	y
According	according	ii21
to	to	ii22
General	general	nnb
Mills	mill	np1
,	,	y
up	up	rg21
to	to	rg22
30%	30%	nnu
of	of	io
men	man	nn2
do	do	vd0
at	at	rr21
least	least	rr22
some	some	dd
of	of	io
their	their	appge
own	own	da
cooking	cook	nn1
,	,	y
and	and	cc
the	the	at
new	new	jj
Betty	betty	np1
is	be	vbz
intended	intend	vvn
to	to	to
be	be	vbi
"	"	"
similar	similar	jj
to	to	ii
someone	someone	pn1
businessmen	businessman	nn2
work	work	vv0
with	with	iw
.	.	y
We	we	ppis2
wanted	want	vvd
someone	someone	pn1
they	they	pphs2
would	would	vm
trust	trust	vvi
with	with	iw
their	their	appge
baking	baking	nn1_jj@
questions	question	nn2
.	.	y
"	"	"
