@@330764	##	fo
DIED	die	vvd_vvn@
.	.	y
Laura	laura	np1
Ashley	ashley	np1
,	,	y
60	60	mc
,	,	y
Welsh-born	welsh-born	jj_nn1
designer	designer	nn1
who	who	pnqs
with	with	iw
her	her	appge
husband	husband	nn1
Bernard	bernard	np1
turned	turn	vvd
her	her	appge
Victorian-inspired	victorian-inspired	nn1_jj	
,	,	y
flower-sprigged	flower-sprigged	jj
fabrics	fabric	nn2
into	into	ii
ruffled	ruffle	jj@
,	,	y
romantic	romantic	jj
fashions	fashion	nn2
and	and	cc
a	a	at1
multimillion-dollar	multimillion-dollar	nnu1_jj
international	international	jj
clothing	clothing	nn1
and	and	cc
housewares	houseware	nn2
empire	empire	nn1
;	;	y
of	of	io
head	head	nn1
injuries	injury	nn2
sustained	sustain	vvn_vvd
in	in	ii
an	an	at1
accidental	accidental	jj
fall	fall	nn1
;	;	y
in	in	ii
Coventry	coventry	np1
,	,	y
England	england	np1
.	.	y
What	what	ddq
began	begin	vvd
in	in	ii
1953	1953	mc
with	with	iw
tea	tea	nn1
towels	towel	nn2_vvz@
silk-screened	silk-screened	nn1_jj
on	on	ii
the	the	at
kitchen	kitchen	nn1
table	table	nn1
of	of	io
their	their	appge
London	london	np1
flat	flat	nn1_jj
and	and	cc
sold	sell	vvn_vvd
to	to	ii
local	local	jj
shops	shop	nn2
became	become	vvd
in	in	ii
1967	1967	mc
the	the	at
first	first	md
Laura	laura	np1
Ashley	ashley	np1
shop	shop	nn1
in	in	ii
London	london	np1
and	and	cc
is	be	vbz
today	today	rt
a	a	at1
family-run	family-run	jj_nn1
business	business	nn1
encompassing	encompass	vvg
more	more	dar
than	than	csn
200	200	mc
shops	shop	nn2
from	from	ii
Milan	milan	np1
to	to	ii
Melbourne	melbourne	np1
,	,	y
70	70	mc
of	of	io
them	them	ppho2
in	in	ii
the	the	at
U.S.	u.s.-	np1
