@@335960	##	fo
HOSPITALIZED	hospitalize	np1_jj_vvd	
.	.	y
Edward	edward	np1
Woodward	woodward	np1
,	,	y
57	57	mc
,	,	y
British-born	british-born	jj_nn1
actor	actor	nn1
who	who	pnqs
plays	play	vvz
Vigilante	vigilante	nn1
Robert	robert	np1
McCall	mccall	np1
in	in	ii
CBS-TV	cbs-tv	nn1
's	's	ge
weekly	weekly	jj
drama	drama	nn1
The	the	at
Equalizer	equalizer	nn1_np1
;	;	y
for	for	if
a	a	at1
mild	mild	jj
heart	heart	nn1
attack	attack	nn1
;	;	y
in	in	ii
Warwick	warwick	np1
,	,	y
England	england	np1
.	.	y
