@@338256	##	fo
Four	four	mc
reasons	reason	nn2
why	why	rrq
not	not	xx
<P>	<p>	null	
Exposure	exposure	nn1
.	.	y
Cheap	cheap	jj
,	,	y
available	available	jj
drugs	drug	nn2
would	would	vm
increase	increase	vvi
addiction	addiction	nn1
;	;	y
only	only	rr
10%	10%	nnu
of	of	io
drinkers	drinker	nn2
become	become	vv0
hooked	hook	vvn
,	,	y
while	while	cs
an	an	at1
estimated	estimate	jj@
75%	75%	nnu
of	of	io
regular	regular	jj
drug	drug	nn1
users	user	nn2
could	could	vm
become	become	vvi
addicted	addict	vvn_jj@
.	.	y
<P>	<p>	null	
Exotics	exotics	nn2_nn1_np1@	
.	.	y
Legalization	legalization	nn1_np1@	
could	could	vm
lead	lead	vvi
to	to	ii
the	the	at
sale	sale	nn1
of	of	io
synthetic	synthetic	jj
drugs	drug	nn2
or	or	cc
derivatives	derivative	nn2
like	like	ii
crack	crack	nn1
without	without	iw
any	any	dd
understanding	understanding	nn1
of	of	io
their	their	appge
effects	effect	nn2
.	.	y
<P>	<p>	null	
Medical	medical	jj
costs	cost	nn2
.	.	y
The	the	at
health	health	nn1
costs	cost	nn2_vvz
of	of	io
drug	drug	nn1
abuse	abuse	nn1
,	,	y
estimated	estimate	vvn_vvd
at	at	ii
$60	$60	nnu
billion	billion	m
annually	annually	rr
,	,	y
would	would	vm
increase	increase	vvi
.	.	y
<P>	<p>	null	
Social	social	jj
mores	more	nn2
.	.	y
Removing	remove	vvg
the	the	at
legal	legal	jj
strictures	stricture	nn2
could	could	vm
make	make	vvi
drug	drug	nn1
use	use	nn1_vv0
socially	socially	rr
acceptable	acceptable	jj
.	.	y
