@@335342	##	fo
Every	every	rr31
so	so	rr32
often	often	rr33
a	a	at1
tiny	tiny	jj
upstart	upstart	nn1
tackles	tackle	vvz
a	a	at1
corporate	corporate	jj
giant	giant	nn1_jj
and	and	cc
wins	win	nn2_vvz
.	.	y
Last	last	md
week	week	nnt1
it	it	pph1
was	be	vbdz
the	the	at
turn	turn	nn1
of	of	io
Manhattan-based	manhattan-based	jj
American	american	jj
Natural	natural	jj
Beverage	beverage	nn1
,	,	y
which	which	ddq
should	should	vm
sell	sell	vvi
about	about	rg
$30	$30	nnu
million	million	m
of	of	io
its	its	appge
Soho	soho	np1
Natural	natural	jj
Sodas	soda	nn2
this	this	dd1
year	year	nnt1
.	.	y
In	in	ii
an	an	at1
out-of-court	out-of-court	jj_nn1
settlement	settlement	nn1
,	,	y
the	the	at
ten-year-old	ten-year-old	jj
company	company	nn1
forced	force	vvd_vvn
Anheuser-Busch	anheuser-busch	np1
(	(	y
1986	1986	mc
revenues	revenue	nn2
:	:	y
$7.6	$7.6	nnu
billion	billion	m
)	)	y
to	to	to
drop	drop	vvi
the	the	at
checkerboard	checkerboard	nn1
logo	logo	nn1
that	that	cst_dd1
appears	appear	vvz
on	on	ii_rp@
its	its	appge
Zeltzer	zeltzer	np1_nn1@	
Seltzer	seltzer	np1
sodas	soda	nn2
.	.	y
American	american	jj
Natural	natural	jj_rr@
had	have	vhd
charged	charge	vvn
that	that	cst
the	the	at
Zeltzer	zeltzer	np1	
Seltzer	seltzer	np1
design	design	nn1
looked	look	vvd_vvn
"	"	"
confusingly	confusingly	rr
similar	similar	jj
"	"	"
to	to	ii
its	its	appge
own	own	da
.	.	y
Said	say	vvd
American	american	jj
Natural	natural	jj
President	president	nnb
Sophia	sophia	np1
Collier	collier	np1
:	:	y
"	"	"
This	this	dd1
just	just	jj
shows	show	nn2_vvz
you	you	ppy
have	have	vh0
to	to	to
fight	fight	vvi
for	for	if
what	what	ddq
's	be	vbz
right	right	jj
.	.	y
"	"	"
