@@327669	##	fo
If	if	cs
a	a	at1
proposal	proposal	nn1
before	before	ii_cs
the	the	at
Berkeley	berkeley	np1
city	city	nn1
council	council	nn1
becomes	become	vvz
law	law	nn1
,	,	y
hoteliers	hotelier	nn2
will	will	vm
be	be	vbi
offering	offer	vvg
more	more	dar_rrr
than	than	csn
a	a	at1
bed	bed	nn1
,	,	y
bath	bath	nn1
and	and	cc
Gideon	gideon	np1_nn1
Bible	bible	nn1
.	.	y
Leland	leland	np1
Traiman	traiman	np1	
,	,	y
a	a	at1
registered	registered	jj
nurse	nurse	nn1
who	who	pnqs
treats	treat	vvz
AIDS	aids	nn1
patients	patient	nn2
,	,	y
has	have	vhz
suggested	suggest	vvn
that	that	cst
the	the	at
city	city	nn1
help	help	nn1_vv0
combat	combat	vvi
the	the	at
spread	spread	nn1
of	of	io
the	the	at
disease	disease	nn1
by	by	ii
requiring	require	vvg
hotels	hotel	nn2
and	and	cc
motels	motel	nn2
to	to	to
equip	equip	vvi
each	each	dd1
guest	guest	nn1
room	room	nn1
with	with	iw
safe-sex	safe-sex	jj	
information	information	nn1
kits	kit	nn2
,	,	y
including	including	ii_vvg@
condoms	condom	nn2
.	.	y
The	the	at
kits	kit	nn2
would	would	vm
also	also	rr
be	be	vbi
distributed	distribute	vvn
at	at	ii
some	some	dd
local	local	jj
massage	massage	nn1
parlors	parlor	nn2
and	and	cc
saunas	sauna	nn2
.	.	y
"	"	"
There	there	ex
could	could	vm
be	be	vbi
a	a	at1
sign	sign	nn1
with	with	iw
each	each	dd1
kit	kit	nn1
saying	say	vvg_nn1@
,	,	y
THE	the	at
BIBLE	bible	nn1
MAY	may	vm
SAVE	save	vvi
YOUR	your	appge
SOUL	soul	nn1
,	,	y
BUT	but	ccb
THIS	this	dd1
WILL	will	vm
SAVE	save	vvi
YOUR	your	appge
LIFE	life	nn1
,	,	y
"	"	"
says	say	vvz
Traiman	traiman	nn1_np1	
.	.	y
Some	some	dd
innkeepers	innkeeper	nn2
fear	fear	vv0
that	that	cst
guests	guest	nn2
might	might	vm
find	find	vvi
the	the	at
kits	kit	nn2
offensive	offensive	jj_nn1@
.	.	y
Elie	elie	np1
Cukierman	cukierman	np1	
,	,	y
owner	owner	nn1
of	of	io
the	the	at
venerable	venerable	jj
Shattuck	shattuck	nn1	
Hotel	hotel	nn1
,	,	y
suggests	suggest	vvz
an	an	at1
alternative	alternative	nn1_jj
:	:	y
a	a	at1
sign	sign	nn1
in	in	ii
each	each	dd1
room	room	nn1
stating	state	vvg
that	that	cst
condoms	condom	nn2
are	be	vbr
available	available	jj
free	free	jj
,	,	y
on	on	ii
request	request	nn1
.	.	y
