@@328077	##	fo
"	"	"
If	if	cs
Jalalabad	jalalabad	np1
falls	fall	vvz_nn2
,	,	y
can	can	vm_vv0%
Kabul	kabul	np1
be	be	vbi
far	far	rr_jj
behind	behind	rl@_ii
?	?	y
"	"	"
say	say	vv0
the	the	at
Afghans	afghan	nn2
.	.	y
But	but	ii21_ccb
for	for	ii22_if
the	the	at
mujahedin	mujahedin	nn1
forces	force	nn2
,	,	y
capturing	capture	vvg
Afghanistan	afghanistan	np1
's	's	ge
third	third	md
largest	large	jjt
city	city	nn1
is	be	vbz
proving	prove	vvg
tougher	tough	jjr
than	than	csn
expected	expect	jj_vvn
.	.	y
Last	last	md
week	week	nnt1
the	the	at
rebels	rebel	nn2
confidently	confidently	rr
predicted	predict	vvd_vvn
they	they	pphs2
would	would	vm
take	take	vvi
Jalalabad	jalalabad	np1_nn1@
within	within	ii
a	a	at1
week	week	nnt1
.	.	y
But	but	ccb
after	after	ii_cs
five	five	mc
days	day	nnt2
of	of	io
fierce	fierce	jj
fighting	fight	nn1
,	,	y
the	the	at
Soviet-backed	soviet-backed	jj_nn1	
Kabul	kabul	np1
regime	regime	nn1
was	be	vbdz
showing	show	vvg
no	no	at
sign	sign	nn1
of	of	io
surrendering	surrender	vvg
.	.	y
A	a	at1
victory	victory	nn1
for	for	if
the	the	at
rebels	rebel	nn2
would	would	vm
give	give	vvi
them	them	ppho2
an	an	at1
important	important	jj
boost	boost	nn1
in	in	ii
political	political	jj
credibility	credibility	nn1
.	.	y
On	on	ii
the	the	at
other	other	jj
hand	hand	nn1
,	,	y
if	if	cs
government	government	nn1
forces	force	nn2
can	can	vm
hold	hold	vvi
Jalalabad	jalalabad	np1
,	,	y
they	they	pphs2
will	will	vm
deal	deal	vvi
a	a	at1
serious	serious	jj
psychological	psychological	jj
blow	blow	nn1
to	to	ii
their	their	appge
enemies	enemy	nn2
.	.	y
<P>	<p>	null	
On	on	ii
Friday	friday	npd1
the	the	at
rebel	rebel	nn1
leaders	leader	nn2
,	,	y
during	during	ii
their	their	appge
first	first	md
Cabinet	cabinet	nn1
meeting	meet	vvg_nn1
inside	inside	ii
Afghanistan	afghanistan	np1
,	,	y
once	once	rr21
again	again	rr22
predicted	predict	vvn_jj@_vvd
victory	victory	nn1
.	.	y
Said	say	vvd
Sibghatullah	sibghatullah	np1	
Mojaddedi	mojaddedi	np1	
,	,	y
President	president	nn1
of	of	io
the	the	at
interim	interim	jj_nn1
government	government	nn1
:	:	y
"	"	"
We	we	ppis2
hope	hope	vv0
to	to	to
hold	hold	vvi
further	far	jjr@_rrr
Cabinet	cabinet	nn1
meetings	meeting	nn2
nearer	nearer	rrr_jjr
and	and	cc
nearer	nearer	rrr_jjr_ii@
Kabul	kabul	np1
.	.	y
"	"	"
