@@329864	##	fo
Margaret	margaret	np1
Thatcher	thatcher	np1
,	,	y
Prime	prime	jj
Minister	minister	nn1
ad	ad	rr21
infinitum	infinitum	rr22
,	,	y
quit	quit	vv0_vvn_vvd
?	?	y
Not	not	xx
yet	yet	rr
,	,	y
but	but	ccb
maybe	maybe	rr
sooner	sooner	rrr
than	than	csn
some	some	dd
dared	dare	vvd
hope	hope	nn1
.	.	y
Last	last	md
week	week	nnt1
Thatcher	thatcher	np1
announced	announce	vvd
that	that	cst
she	she	pphs1
would	would	vm
not	not	xx
stand	stand	vvi
for	for	if
a	a	at1
fifth	fifth	md
consecutive	consecutive	jj
term	term	nn1
in	in	ii
office	office	nn1
.	.	y
She	she	pphs1
told	tell	vvd
the	the	at
London	london	np1
weekly	weekly	jj
Sunday	sunday	npd1_np1@
Correspondent	correspondent	nn1
she	she	pphs1
would	would	vm
lead	lead	vvi
the	the	at
Conservative	conservative	jj
Party	party	nn1
into	into	ii
the	the	at
next	next	md
election	election	nn1
,	,	y
likely	likely	jj_rr@
to	to	to
be	be	vbi
held	hold	vvn
in	in	ii
1991	1991	mc
,	,	y
but	but	ccb
after	after	rt%_cs_ii
that	that	cst_dd1
there	there	ex
"	"	"
will	will	vm
be	be	vbi
plenty	plenty	pn
of	of	io
people	people	nn
who	who	pnqs
can	can	vm
take	take	vvi
over	over	rp
.	.	y
"	"	"
<P>	<p>	null	
Thatcher	thatcher	np1
plainly	plainly	rr
wanted	want	vvn_vvd
to	to	to
stop	stop	vvi
speculation	speculation	nn1
that	that	cst
she	she	pphs1
might	might	vm
resign	resign	vvi
in	in	ii
the	the	at
wake	wake	nn1
of	of	io
the	the	at
resignation	resignation	nn1
of	of	io
Chancellor	chancellor	nn1
of	of	io
the	the	at
Exchequer	exchequer	nn1
Nigel	nigel	np1
Lawson	lawson	np1
.	.	y
