@@335240	##	fo
When	when	rrq_cs
renegade	renegade	nn1
officers	officer	nn2
rebelled	rebel	vvd
last	last	md
month	month	nnt1
and	and	cc
demanded	demand	vvd_vvn
amnesty	amnesty	nn1
for	for	if
those	those	dd2
charged	charge	vvn
with	with	iw
violating	violate	vvg
human	human	jj_nn1
rights	right	nn2
under	under	ii
the	the	at
military	military	jj
regime	regime	nn1
in	in	ii
the	the	at
1970s	1970s	mc2
,	,	y
Argentine	argentine	jj_nn1_np1
President	president	nnb
Raul	raul	np1
Alfonsin	alfonsin	np1_nn1	
defiantly	defiantly	rr
put	put	vvn_vv0_vvd
down	down	rp_ii@
the	the	at
uprising	uprising	nn1
.	.	y
But	but	ccb
while	while	cs
Alfonsin	alfonsin	np1_nn1	
may	may	vm
have	have	vhi
won	win	vvn
that	that	dd1_cst
battle	battle	nn1_vv0@
,	,	y
he	he	pphs1
apparently	apparently	rr
lost	lose	vvd_vvn
the	the	at
war	war	nn1
.	.	y
Last	last	md
week	week	nnt1
the	the	at
President	president	nn1
proposed	propose	vvd_vvn
a	a	at1
law	law	nn1
to	to	to
end	end	vvi
prosecution	prosecution	nn1
of	of	io
lower-ranking	lower-ranking	jjr
officers	officer	nn2
,	,	y
on	on	ii
the	the	at
ground	ground	nn1
that	that	cst
they	they	pphs2
were	be	vbdr
only	only	rr
carrying	carry	vvg
out	out	rp
orders	order	nn2
.	.	y
If	if	cs
it	it	pph1
passes	pass	vvz
,	,	y
as	as	csa
expected	expect	vvn_jj
,	,	y
the	the	at
majority	majority	nn1
of	of	io
the	the	at
400	400	mc
officers	officer	nn2
on	on	ii
trial	trial	nn1
would	would	vm
be	be	vbi
exonerated	exonerate	vvn@
.	.	y
<P>	<p>	null	
The	the	at
President	president	nn1
claimed	claim	vvd_vvn
that	that	dd1_cst
amnesty	amnesty	nn1
is	be	vbz
necessary	necessary	jj
to	to	to
avert	avert	vvi
a	a	at1
civil	civil	jj
war	war	nn1
,	,	y
but	but	ccb
human	human	jj
rights	right	nn2
groups	group	nn2
were	be	vbdr
incensed	incense	vvn
.	.	y
Bristled	bristle	jj@_np1@	
Lawyer	lawyer	nn1
Marcello	marcello	np1
Parrilli	parrilli	np1	
:	:	y
"	"	"
The	the	at
bill	bill	nn1
guarantees	guarantee	vvz
the	the	at
impunity	impunity	nn1
of	of	io
people	people	nn
who	who	pnqs
committed	commit	vvd@
atrocious	atrocious	jj
crimes	crime	nn2
.	.	y
"	"	"
Alfonsin	alfonsin	np1@_nn1	
's	's	ge
action	action	nn1
,	,	y
though	though	cs_rr@
,	,	y
recognizes	recognize	vvz
the	the	at
enduring	enduring	jj
power	power	nn1
of	of	io
the	the	at
military	military	jj_nn1@
and	and	cc
Argentina	argentina	np1
's	's	ge
tenuous	tenuous	jj
grip	grip	nn1
on	on	ii
democracy	democracy	nn1
.	.	y
