@@335958	##	fo
EXECUTION	execution	nn1
REVEALED	reveal	vvd_vvn
.	.	y
Of	of	io
Fedor	fedor	np1
Fedorenko	fedorenko	np1	
,	,	y
79	79	mc
,	,	y
who	who	pnqs
in	in	ii
1984	1984	mc
became	become	vvd
the	the	at
first	first	md
Nazi	nazi	jj
war	war	nn1
criminal	criminal	nn1_jj
to	to	to
be	be	vbi
extradited	extradit	vvn@
from	from	ii
the	the	at
U.S.	u.s.-	np1
to	to	ii
the	the	at
Soviet	soviet	jj
Union	union	nn1
;	;	y
in	in	ii
Simferopol	simferopol	np1_nn1
,	,	y
Soviet	soviet	jj
Crimea	crimea	np1
.	.	y
Fedorenko	fedorenko	nn1_np1@	
was	be	vbdz
stripped	strip	vvn_jj
of	of	io
his	his	appge
U.S.	u.s.-	np1
citizenship	citizenship	nn1
in	in	ii
1981	1981	mc
for	for	if
failing	fail	vvg
to	to	to
report	report	vvi
his	his	appge
service	service	nn1
as	as	ii_csa
a	a	at1
Treblinka	treblinka	nn1@_np1
concentration-camp	concentration-camp	nn1
guard	guard	nn1
.	.	y
In	in	ii
June	june	npm1
1986	1986	mc
the	the	at
Soviets	soviet	nn2
convicted	convict	vvn_vvd@
him	him	ppho1
of	of	io
participating	participate	vvg_jj
in	in	ii
the	the	at
murder	murder	nn1
of	of	io
800,000	800,000	mc
inmates	inmate	nn2
.	.	y
