@@328768	##	fo
How	how	rgq@_rrq
many	many	da2
children	child	nn2
are	be	vbr
enough	enough	rr_dd
?	?	y
For	for	if
Italian	italian	jj_nn1
women	woman	nn2
between	between	ii
15	15	mc
and	and	cc
49	49	mc
,	,	y
the	the	at
average	average	jj_nn1
number	number	nn1
these	these	dd2
days	day	nnt2
is	be	vbz
1.3	1.3	mc
,	,	y
one	one	mc1
of	of	io
the	the	at
world	world	nn1
's	's	ge
lowest	low	jjt
fertility	fertility	nn1
rates	rate	nn2
and	and	cc
especially	especially	rr
remarkable	remarkable	jj
for	for	if
a	a	at1
nominally	nominally	rr
Roman	roman	jj
Catholic	catholic	jj_nn1
country	country	nn1
.	.	y
<P>	<p>	null	
At	at	ii
this	this	dd1
rate	rate	nn1
,	,	y
according	according	ii21
to	to	ii22
the	the	at
Washington-based	washington-based	jj_nn1
Population	population	nn1
Reference	reference	nn1
Bureau	bureau	nn1
,	,	y
a	a	at1
private	private	jj
data-gathering	data-gathering	jj_nn1
organization	organization	nn1
,	,	y
Italy	italy	np1
's	's	ge
population	population	nn1
will	will	vm
decline	decline	vvi
from	from	ii
today	today	rt
's	's	ge
57.6	57.6	mc
million	million	m
to	to	ii
55.9	55.9	mc
million	million	m
by	by	ii
the	the	at
year	year	nnt1
2020	2020	mc
.	.	y
<P>	<p>	null	
Analysts	analyst	nn2
attribute	attribute	vv0
the	the	at
decrease	decrease	nn1
to	to	ii
growing	grow	jj_vvg
interest	interest	nn1
among	among	ii
women	woman	nn2
in	in	ii
pursuing	pursue	vvg_jj@
careers	career	nn2
,	,	y
limited	limited	jj
availability	availability	nn1
of	of	io
full-time	full-time	jj
day-care	day-care	jj_nn1
services	service	nn2
and	and	cc
a	a	at1
fast-rising	fast-rising	jj_nn1
cost	cost	nn1
of	of	io
living	living	nn1_vvg_jj
.	.	y
Other	other	jj
factors	factor	nn2
include	include	vv0
housing	house	vvg_nn1
shortages	shortage	nn2
in	in	ii
the	the	at
cities	city	nn2
and	and	cc
the	the	at
1978	1978	mc
legalization	legalization	nn1
of	of	io
abortion	abortion	nn1
.	.	y
