@@334344	##	fo
Many	many	da2
small	small	jj
companies	company	nn2
find	find	vv0
it	it	pph1
too	too	rg
expensive	expensive	jj
or	or	cc
cumbersome	cumbersome	jj
to	to	to
provide	provide	vvi
their	their	appge
employees	employee	nn2
with	with	iw
benefits	benefit	nn2
like	like	ii
medical	medical	jj
and	and	cc
dental	dental	jj
insurance	insurance	nn1
.	.	y
Faced	face	vvn_vvd
with	with	iw
that	that	dd1
dilemma	dilemma	nn1
,	,	y
more	more	rrr_rgr_dar
and	and	cc
more	more	dar
firms	firm	nn2
are	be	vbr
discovering	discover	vvg
that	that	cst
the	the	at
best	best	jjt
way	way	nn1
to	to	to
take	take	vvi
care	care	nn1
of	of	io
their	their	appge
employees	employee	nn2
is	be	vbz
to	to	to
let	let	vvi
them	them	ppho2
go	go	vvi
,	,	y
then	then	rt
rehire	rehire	vv0	
them	them	ppho2
under	under	ii
lease	lease	nn1
.	.	y
The	the	at
workers	worker	nn2
are	be	vbr
transferred	transfer	vvn
to	to	ii
the	the	at
employ	employ	nn1%
of	of	io
an	an	at1
employee-leasing	employee-leasing	jj_nn1	
agency	agency	nn1
,	,	y
which	which	ddq
sends	send	vvz
them	them	ppho2
back	back	rp
to	to	ii
the	the	at
same	same	da
jobs	job	nn2
.	.	y
Because	because	cs
the	the	at
leasing	lease	nn1
agency	agency	nn1
may	may	vm
have	have	vhi
hundreds	hundreds	m
of	of	io
workers	worker	nn2
,	,	y
it	it	pph1
can	can	vm
provide	provide	vvi
benefits	benefit	nn2
like	like	ii
health	health	nn1
insurance	insurance	nn1
relatively	relatively	rr
cheaply	cheaply	rr
.	.	y
Many	many	da2
small-business	small-business	jj
operators	operator	nn2
are	be	vbr
enthusiastic	enthusiastic	jj
about	about	ii
the	the	at
service	service	nn1
.	.	y
Says	say	vvz
Real	real	jj
Provencher	provencher	nn1_np1	
,	,	y
whose	whose	ddqge
Houston-area	houston-area	jj_nn1
mail-order	mail-order	nn1
software	software	nn1
firm	firm	nn1
uses	use	vvz_nn2
ten	ten	mc
leased	leased	jj
workers	worker	nn2
:	:	y
"	"	"
The	the	at
less	less	dar
time	time	nnt1
I	i	ppis1
have	have	vh0
to	to	to
spend	spend	vvi
worrying	worry	jj_vvg@
about	about	ii
bureaucracy	bureaucracy	nn1
,	,	y
the	the	at
more	more	rrr_dar
I	i	ppis1
can	can	vm
spend	spend	vvi
on	on	ii_rp@
making	make	vvg
the	the	at
business	business	nn1
grow	grow	vvi
.	.	y
"	"	"
Some	some	dd
350	350	mc
leasing	lease	nn1_vvg
companies	company	nn2
now	now	rt
employ	employ	vv0
more	more	dar
than	than	csn
120,000	120,000	mc
American	american	jj
workers	worker	nn2
.	.	y
