@@331063	##	fo
"	"	"
If	if	cs
Machiavelli	machiavelli	np1
were	be	vbdr
alive	alive	jj
and	and	cc
living	live	vvg_nn1_jj
in	in	ii
the	the	at
Soviet	soviet	jj
elite	elite	nn1
today	today	rt
,	,	y
he	he	pphs1
would	would	vm
be	be	vbi
a	a	at1
student	student	nn1
,	,	y
not	not	xx
a	a	at1
professor	professor	nn1
.	.	y
"	"	"
So	so	rr
writes	write	vvz
Arkady	arkady	jj_np1
Shevchenko	shevchenko	nn1_np1	
in	in	ii
the	the	at
second	second	md_nnt1
and	and	cc
concluding	conclude	jj_vvg
excerpt	excerpt	nn1
from	from	ii
his	his	appge
memoirs	memoir	nn2
,	,	y
to	to	to
appear	appear	vvi
next	next	md
week	week	nnt1
in	in	ii
TIME	time	nnt1
.	.	y
Shevchenko	shevchenko	nn1_np1@	
recounts	recount	vvz
how	how	rrq
,	,	y
finally	finally	rr
fed	fed	jj21
up	up	jj22
with	with	iw
the	the	at
Soviet	soviet	jj
system	system	nn1
despite	despite	ii
his	his	appge
privileged	privileged	jj
place	place	nn1
in	in	ii
it	it	pph1
,	,	y
he	he	pphs1
seeks	seek	vvz
and	and	cc
is	be	vbz
promised	promise	vvn_jj@
asylum	asylum	nn1
in	in	ii
the	the	at
U.S.	u.s.-	np1
 -- 	--	nn1_jj
but	but	ccb
only	only	rr
after	after	cs
he	he	pphs1
agrees	agree	vvz
to	to	to
become	become	vvi
"	"	"
a	a	at1
reluctant	reluctant	jj
spy	spy	nn1
.	.	y
"	"	"
For	for	if
the	the	at
next	next	md
2	2	mc
1/2	1/2	mf
years	year	nnt2
he	he	pphs1
lives	live	vvz
in	in	ii
constant	constant	jj
fear	fear	nn1
of	of	io
discovery	discovery	nn1
by	by	ii
the	the	at
KGB	kgb	np1
and	and	cc
in	in	ii
constant	constant	jj
guilt	guilt	nn1
about	about	ii
the	the	at
family	family	nn1
he	he	pphs1
might	might	vm
have	have	vhi
to	to	to
leave	leave	vvi
behind	behind	rl@
.	.	y
In	in	ii
1978	1978	mc
he	he	pphs1
finally	finally	rr
comes	come	vvz
in	in	rp@
from	from	ii
the	the	at
cold	cold	nn1_jj
,	,	y
but	but	ccb
with	with	iw
anguishing	anguishing	vvg_jj@
results	result	nn2
.	.	y
