@@334342	##	fo
It	it	pph1
might	might	vm
be	be	vbi
called	call	vvn
a	a	at1
boycott	boycott	nn1
handbook	handbook	nn1
.	.	y
The	the	at
Council	council	nn1
on	on	ii
Economic	economic	jj
Priorities	priority	nn2
,	,	y
a	a	at1
liberal	liberal	jj
research	research	nn1
organization	organization	nn1
based	base	vvn
in	in	ii
New	new	np1
York	york	np1
City	city	nn1
,	,	y
has	have	vhz
put	put	vvn
out	out	rp
an	an	at1
unusual	unusual	jj
500-page	500-page	jj_nn1	
tome	tome	nn1
titled	title	vvn
Rating	rating	nn1_vvg@
America	america	np1
's	's	ge
Corporate	corporate	jj
Conscience	conscience	nn1
(	(	y
Addison-Wesley	addison-wesley	np1
;	;	y
$14.95	$14.95	nnu
)	)	y
.	.	y
It	it	nn1%
grades	grade	nn2
130	130	mc
major	major	jj
companies	company	nn2
according	according	ii21
to	to	ii22
such	such	da
"	"	"
social	social	jj
"	"	"
criteria	criterion	nn2
as	as	csa
hiring	hire	vvg_nn1
minorities	minority	nn2_nnu
and	and	cc
avoiding	avoid	vvg
investments	investment	nn2
in	in	ii
South	south	np1
Africa	africa	np1
.	.	y
<P>	<p>	null	
The	the	at
result	result	nn1
is	be	vbz
a	a	at1
novel	novel	jj
comparative	comparative	jj
shopping	shop	nn1
list	list	nn1
.	.	y
General	general	nnb
Mills	mill	np1
,	,	y
maker	maker	nn1
of	of	io
Wheaties	wheaties	np1_nn2
,	,	y
for	for	rex21
example	example	rex22
,	,	y
beats	beat	vvz
Quaker	quaker	jj
Oats	oats	nn1
.	.	y
Reason	reason	nn1_vv0@
:	:	y
General	general	nnb
Mills	mill	np1
'	'	ge
"	"	"
generous	generous	jj
and	and	cc
innovative	innovative	jj
"	"	"
programs	program	nn2
for	for	if
housing	house	vvg_nn1
and	and	cc
minority	minority	nn1
business	business	nn1
in	in	ii
Minneapolis	minneapolis	np1
.	.	y
But	but	ccb
Quaker	quaker	jj
Oats	oats	nn1
'	'	ge
Aunt	aunt	nnb
Jemima	jemima	np1
pancakes	pancake	nn2
stack	stack	vv0
up	up	rp
higher	high	jjr_rrr@
than	than	csn
the	the	at
Downy	downy	jj_nn1
Flake	flake	nn1
brand	brand	nn1
,	,	y
because	because	cs
Downy	downy	np1
's	's	ge
manufacturer	manufacturer	nn1
,	,	y
IC	ic	jj_np1_nn1
Industries	industry	nn2
,	,	y
is	be	vbz
a	a	at1
defense	defense	nn1
contractor	contractor	nn1
.	.	y
