@@327476	##	fo
THOSE	those	dd2
SOUTHERN	southern	jj
NIGHTS	night	nnt2
.	.	y
Vietnamese	vietnamese	jj
officials	official	nn2
may	may	vm
not	not	xx
admit	admit	vvi
it	it	pph1
,	,	y
but	but	ccb
Ho	ho	np1
Chi	chi	np1
Minh	minh	np1
City	city	nn1
(	(	y
formerly	formerly	rr
Saigon	saigon	np1
)	)	y
has	have	vhz
become	become	vvn@
the	the	at
country	country	nn1
's	's	ge_vbz
unofficial	unofficial	jj
winter	winter	nnt1
capital	capital	nn1
.	.	y
Virtually	virtually	rr
the	the	at
entire	entire	jj
14-man	14-man	jj_nn1	
Politburo	politburo	nn1
,	,	y
including	including	ii_vvg@
75-year-old	75-year-old	jj
General	general	nnb
Secretary	secretary	np1
Nguyen	nguyen	np1
Van	van	np1
Linh	linh	np1
,	,	y
prefers	prefer	vvz
the	the	at
balmy	balmy	jj
climate	climate	nn1
of	of	io
the	the	at
former	former	da
imperialist	imperialist	jj
bastion	bastion	nn1
to	to	ii
the	the	at
damp	damp	jj
cold	cold	nn1
of	of	io
Hanoi	hanoi	np1
,	,	y
the	the	at
capital	capital	nn1
,	,	y
which	which	ddq
is	be	vbz
700	700	mc
miles	mile	nnu2
to	to	ii
the	the	at
north	north	nd1
.	.	y
But	but	ccb
the	the	at
old	old	jj
warriors	warrior	nn2
are	be	vbr
careful	careful	jj
to	to	to
maintain	maintain	vvi
appearances	appearance	nn2
:	:	y
when	when	rrq_cs
they	they	pphs2
have	have	vh0
to	to	to
receive	receive	vvi
foreign	foreign	jj
ministers	minister	nn2
and	and	cc
issue	issue	nn1_vv0
government	government	nn1
announcements	announcement	nn2
,	,	y
Politburo	politburo	nn1
members	member	nn2
return	return	vv0
 -- 	--	nn1_jj
briefly	briefly	rr
 -- 	--	zz
to	to	ii
Hanoi	hanoi	np1
.	.	y
