@@338657	##	fo
After	after	cs_ii
the	the	at
Philippines	philippines	np2
became	become	vvd
a	a	at1
U.S.	u.s.-	np1
territory	territory	nn1
in	in	ii
1898	1898	mc
,	,	y
English	english	nn1
was	be	vbdz
adopted	adopt	vvn
as	as	ii
a	a	at1
more	more	rgr
or	or	cc
less	less	rgr
official	official	jj
tongue	tongue	nn1
.	.	y
But	but	ccb
a	a	at1
growing	growing	jj
number	number	nn1
of	of	io
Filipinos	filipino	nn2
are	be	vbr
calling	call	vvg
for	for	if
a	a	at1
kind	kind	nn1
of	of	io
linguistic	linguistic	jj
liberation	liberation	nn1
,	,	y
charging	charge	vvg
that	that	dd1_cst
English	english	nn1
undermines	undermine	vvz
the	the	at
country	country	nn1
's	's	ge
identity	identity	nn1
.	.	y
Last	last	md
week	week	nnt1
a	a	at1
wide-ranging	wide-ranging	jj
study	study	nn1
commissioned	commission	vvn
by	by	ii
a	a	at1
Philippine	philippine	jj
Senator	senator	nn1
blamed	blame	vvd_vvn
the	the	at
language	language	nn1
for	for	if
inducing	induce	vvg
a	a	at1
national	national	jj
inferiority	inferiority	nn1
complex	complex	nn1
.	.	y
Said	say	vvd
the	the	at
report	report	nn1
:	:	y
"	"	"
Thinking	think	vvg_nn1
in	in	ii_rp@
our	our	appge
native	native	jj
language	language	nn1
but	but	ccb
expressing	express	vvg
ourselves	ourselves	ppx2
in	in	ii
English	english	jj_nn1
results	result	nn2
not	not	xx
only	only	rr
in	in	ii
a	a	at1
lack	lack	nn1
of	of	io
confidence	confidence	nn1
but	but	ccb
also	also	rr
in	in	ii
a	a	at1
lack	lack	nn1
of	of	io
power	power	nn1
of	of	io
expression	expression	nn1
.	.	y
"	"	"
The	the	at
statement	statement	nn1
,	,	y
alas	alas	uh
,	,	y
was	be	vbdz
written	write	vvn
in	in	ii
English	english	nn1_jj
.	.	y
