@@334849	##	fo
In	in	ii
an	an	at1
exercise	exercise	nn1
of	of	io
political	political	jj
freedom	freedom	nn1
virtually	virtually	rr
unknown	unknown	jj
among	among	ii
their	their	appge
Arab	arab	jj_nn1
neighbors	neighbor	nn2
,	,	y
7	7	mc
million	million	m
Egyptians	egyptian	nn2
went	go	vvd
to	to	ii
the	the	at
polls	poll	nn2
last	last	md
week	week	nnt1
to	to	to
elect	elect	vvi
448	448	mc
members	member	nn2
to	to	ii
the	the	at
national	national	jj
parliament	parliament	nn1
.	.	y
More	more	dar
than	than	csn
3,600	3,600	mc
candidates	candidate	nn2
from	from	ii
six	six	mc
political	political	jj
parties	party	nn2
vied	vie	vvd_vvn@
for	for	if
seats	seat	nn2
in	in	ii
the	the	at
People	people	nn
's	's	ge
Assembly	assembly	nn1
in	in	ii
the	the	at
country	country	nn1
's	's	ge
most	most	rgt
serious	serious	jj
campaign	campaign	nn1
ever	ever	rr
.	.	y
As	as	csa
expected	expect	vvn_jj
,	,	y
President	president	nnb
Hosni	hosni	np1
Mubarak	mubarak	np1
's	's	ge
ruling	ruling	jj_nn1
National	national	jj
Democratic	democratic	jj
Party	party	nn1
maintained	maintain	vvd_vvn
its	its	appge
overwhelming	overwhelming	jj
majority	majority	nn1
in	in	ii
the	the	at
legislature	legislature	nn1
by	by	ii
winning	win	vvg
75%	75%	nnu
of	of	io
the	the	at
vote	vote	nn1
,	,	y
thus	thus	rr
virtually	virtually	rr
ensuring	ensure	vvg
Mubarak	mubarak	np1_vv0@	
a	a	at1
second	second	md_nnt1
six-year	six-year	jj
term	term	nn1
when	when	cs_rrq
the	the	at
Assembly	assembly	nn1
nominates	nominate	vvz
a	a	at1
President	president	nn1
in	in	ii
October	october	npm1
.	.	y
An	an	at1
Islamic	islamic	jj
fundamentalist	fundamentalist	jj_nn1
alliance	alliance	nn1
of	of	io
three	three	mc
parties	party	nn2
,	,	y
including	including	ii_vvg@
the	the	at
banned	ban	jj
Muslim	muslim	jj
Brotherhood	brotherhood	nn1
,	,	y
polled	poll	vvd
15%	15%	nnu
and	and	cc
replaced	replace	vvd_vvn
the	the	at
right-wing	right-wing	jj
New	new	jj
Wafd	wafd	nn1	
Party	party	nn1
as	as	ii_csa
the	the	at
main	main	jj
opposition	opposition	nn1
group	group	nn1
.	.	y
