@@333355	##	fo
ACQUITTED	acquit	vvn_vvd	
.	.	y
Marie	marie	np1
McBroom	mcbroom	np1	
,	,	y
59	59	mc
,	,	y
a	a	at1
New	new	np1
Jersey	jersey	np1
commodities	commodity	nn2
trader	trader	nn1
;	;	y
of	of	io
six	six	mc
counts	count	nn2_vvz
relating	relate	vvg
to	to	ii
illegal	illegal	jj
traffic	traffic	nn1
in	in	ii
oil	oil	nn1
and	and	cc
gasoline	gasoline	nn1
,	,	y
an	an	at1
offense	offense	nn1
that	that	cst_dd1
carries	carry	vvz
the	the	at
death	death	nn1
penalty	penalty	nn1
under	under	ii
a	a	at1
law	law	nn1
passed	pass	vvd_vvn
five	five	mc
months	month	nnt2
after	after	ii_cs
her	her	appge
arrest	arrest	nn1
;	;	y
in	in	ii
Ikeja	ikeja	np1
,	,	y
Nigeria	nigeria	np1
.	.	y
Detained	detain	vvn
in	in	ii
February	february	npm1
1984	1984	mc
in	in	ii
an	an	at1
anticorruption	anticorruption	nn1
sweep	sweep	nn1_vv0
,	,	y
McBroom	mcbroom	np1	
argued	argue	vvd
that	that	cst
she	she	pphs1
had	have	vhd
been	be	vbn
an	an	at1
innocent	innocent	jj
go-between	go-between	nn1
in	in	ii
the	the	at
allegedly	allegedly	rr
illegal	illegal	jj
oil	oil	nn1
deals	deal	nn2_vvz
.	.	y
During	during	ii
her	her	appge_ppho1
year	year	nnt1
of	of	io
imprisonment	imprisonment	nn1
in	in	ii
Nigeria	nigeria	np1
,	,	y
she	she	pphs1
contracted	contract	vvd
malaria	malaria	nn1
and	and	cc
lost	lose	vvd_vvn
40	40	mc
lbs	lb	nnu2
.	.	y
She	she	pphs1
left	leave	vvd
for	for	if
the	the	at
U.S.	u.s.-	np1
the	the	at
day	day	nnt1
of	of	io
her	her	appge
acquittal	acquittal	nn1
.	.	y
