@@297129	##	fo
FICTION	fiction	nn1
:	:	y
A	a	zz1
Philip	philip	np1
Roth	roth	np1
Reader	reader	nn1
,	,	y
Philip	philip	np1
Roth	roth	np1
Crackers	cracker	nn2_jj
,	,	y
Roy	roy	np1
Blount	blount	np1
Jr	jr	nna
.	.	y
Italian	italian	jj
Folktales	folktale	np2_nn2@
,	,	y
selected	select	vvn_jj
and	and	cc
retold	retold	vvn
by	by	ii
Italo	italo	np1
Calvino	calvino	np1
Loon	loon	np1
Lake	lake	nnl1
,	,	y
E.L	el	np1
.	.	y
Doctorow	doctorow	vv0_np1@	
Stanley	stanley	np1
Elkin	elkin	np1
's	's	ge
Greatest	greatest	jjt
Hits	hit	nn2
,	,	y
Stanley	stanley	np1
Elkin	elkin	np1_nn1
The	the	at
Middle	middle	jj_nn1
Ground	ground	nn1
,	,	y
Margaret	margaret	np1
Drabble	drabble	vv0_np1	
The	the	at
Collected	collect	jj@
Stories	story	nn2
of	of	io
Eudora	eudora	np1
Welty	welty	np1
,	,	y
Eudora	eudora	np1
Welty	welty	np1_nn1
<P>	<p>	null	
NONFICTION	nonfiction	np1	
:	:	y
American	american	jj
Dreams	dream	nn2
,	,	y
Studs	stud	nn2
Terkel	terkel	np1
Merton	merton	np1
:	:	y
A	a	at1@_zz1
Biography	biography	nn1
,	,	y
Monica	monica	np1
Furlong	furlong	nnu1
Naming	name	nn1
Names	name	nn2
,	,	y
Victor	victor	np1
Navasky	navasky	np1
The	the	at
Girl	girl	nn1
I	i	ppis1
Left	leave	vvd
Behind	behind	rl@
,	,	y
Jane	jane	np1
O'Reilly	o'reilly	np1
The	the	at
Letters	letter	nn2
of	of	io
Evelyn	evelyn	np1
Waugh	waugh	np1
,	,	y
edited	edit	vvn
by	by	ii
Mark	mark	np1
Amory	amory	np1
Walt	walt	np1
Whitman	whitman	np1
,	,	y
Justin	justin	np1
Kaplan	kaplan	np1
Vladimir	vladimir	np1
Nabokov	nabokov	np1
:	:	y
Lectures	lecture	nn2
on	on	ii
Literature	literature	nn1
,	,	y
edited	edit	vvn
by	by	ii
Fredson	fredson	np1	
Bowers	bowers	np1
