@@330366	##	fo
Sometimes	sometimes	rt
it	it	pph1
was	be	vbdz
their	their	appge
own	own	da
national	national	jj
disasters	disaster	nn2
that	that	cst
sent	send	vvd
immigrants	immigrant	nn2
flocking	flock	vvg
to	to	ii
America	america	np1
,	,	y
sometimes	sometimes	rt
it	it	pph1
was	be	vbdz
wars	war	nn2
or	or	cc
revolutions	revolution	nn2
,	,	y
and	and	cc
sometimes	sometimes	rt
it	it	pph1
was	be	vbdz
simply	simply	rr
the	the	at
lure	lure	nn1
of	of	io
the	the	at
New	new	jj
World	world	nn1
.	.	y
The	the	at
influx	influx	nn1
,	,	y
which	which	ddq
the	the	at
Government	government	nn1
began	begin	vvd
to	to	to
record	record	vvi
in	in	ii
1820	1820	mc
,	,	y
roughly	roughly	rr
follows	follow	vvz
the	the	at
ups	up	nn2
and	and	cc
downs	down	nn2
of	of	io
the	the	at
U.S.	u.s.-	np1
economy	economy	nn1
,	,	y
although	although	cs
improvements	improvement	nn2
in	in	ii
transportation	transportation	nn1
also	also	rr
fueled	fuel	vvd
the	the	at
urge	urge	nn1
to	to	to
move	move	vvi
.	.	y
Overwhelmingly	overwhelmingly	rr
Northern	northern	jj
and	and	cc
Western	western	jj_np1
European	european	nn1_jj
at	at	ii
the	the	at
beginning	beginning	nn1
of	of	io
the	the	at
19th	19th	md
century	century	nnt1
,	,	y
the	the	at
ethnic	ethnic	jj
mix	mix	nn1
has	have	vhz
become	become	vvn@
steadily	steadily	rr
more	more	rgr_rrr
varied	varied	jj_vvn_vvd
,	,	y
a	a	at1
trend	trend	nn1
that	that	cst_dd1
is	be	vbz
accelerating	accelerate	vvg_jj
today	today	rt
.	.	y
<P>	<p>	null	
CHART	chart	nn1_vv0@
:	:	y
TEXT	text	nn1
NOT	not	xx
AVAILABLE	available	jj
