@@333044	##	fo
It	it	pph1
's	be	vbz
an	an	at1
eye	eye	nn1
for	for	if
an	an	at1
eye	eye	nn1
,	,	y
or	or	cc
at	at	rr21
least	least	rr22
an	an	at1
eyelash	eyelash	nn1
,	,	y
in	in	ii
the	the	at
running	run	jj_nn1
mascara	mascara	nn1
battle	battle	nn1
between	between	ii
industry	industry	nn1
leaders	leader	nn2
Maybelline	maybelline	vv0@_np1	
and	and	cc
Noxell	noxell	np1	
,	,	y
maker	maker	nn1
of	of	io
the	the	at
Cover	cover	nn1
Girl	girl	nn1
brand	brand	nn1
.	.	y
The	the	at
rivals	rival	nn2
are	be	vbr
locked	lock	vvn
in	in	ii
a	a	at1
legal	legal	jj
dispute	dispute	nn1
over	over	ii
Noxell	noxell	np1	
's	's	ge
claim	claim	nn1
that	that	cst
its	its	appge
new	new	jj
Cover	cover	nn1
Girl	girl	nn1
Clean	clean	jj
Lash	lash	nn1
mascara	mascara	nn1
is	be	vbz
waterproof	waterproof	jj
.	.	y
<P>	<p>	null	
Maybelline	maybelline	nn1_np1@	
contends	contend	vvz
that	that	dd1_cst
shower	shower	nn1
and	and	cc
swimming-pool	swimming-pool	nn1
tests	test	nn2
of	of	io
several	several	da2
hundred	hundred	m
women	woman	nn2
conducted	conduct	vvn_vvd
for	for	if
it	it	pph1
by	by	ii
a	a	at1
research	research	nn1
laboratory	laboratory	nn1
showed	show	vvd
that	that	cst_dd1
Clean	clean	jj
Lash	lash	nn1
is	be	vbz
not	not	xx
waterproof	waterproof	jj
.	.	y
Charging	charge	jj_vvg	
false	false	jj
advertising	advertising	nn1
,	,	y
Maybelline	maybelline	np1
won	win	vvd
a	a	at1
federal	federal	jj
district	district	nn1
court	court	nn1
order	order	nn1
halting	halt	vvg_jj
shipments	shipment	nn2
and	and	cc
ads	ad	nn2
for	for	if
its	its	appge
rival	rival	nn1
's	's	ge
mascara	mascara	nn1
.	.	y
Last	last	md
week	week	nnt1
Noxell	noxell	np1	
persuaded	persuade	vvd
an	an	at1
appeals	appeal	nn2
court	court	nn1_vv0%
to	to	to
issue	issue	vvi
a	a	at1
temporary	temporary	jj
stay	stay	nn1@
of	of	io
the	the	at
lower	low	jjr
court	court	nn1
's	's	ge
order	order	nn1
,	,	y
and	and	cc
the	the	at
company	company	nn1
resumed	resume	vvd_vvn
its	its	appge
sales	sales	nn
.	.	y
Maybelline	maybelline	np1@_vv0_nn1	
did	do	vdd
not	not	xx
even	even	rr
blink	blink	vvi
before	before	ii
heading	head	vvg
back	back	rp
to	to	ii
court	court	nn1
for	for	if
the	the	at
next	next	md
round	round	nn1
.	.	y
