@@327477	##	fo
NO	no	at
CIGAR	cigar	nn1
.	.	y
Fidel	fidel	np1
Castro	castro	np1
gave	give	vvd
up	up	rp
his	his	appge
trademark	trademark	nn1
Havanas	havana	nn2@_np2
in	in	ii
1985	1985	mc
,	,	y
but	but	ccb
only	only	rr
now	now	rt
has	have	vhz
the	the	at
reason	reason	nn1
been	be	vbn
disclosed	disclose	vvn
:	:	y
according	according	ii21
to	to	ii22
Soviet	soviet	jj
officials	official	nn2
,	,	y
doctors	doctor	nn2
discovered	discover	vvd
a	a	at1
small	small	jj
malignancy	malignancy	nn1
in	in	ii
a	a	at1
lung	lung	nn1
.	.	y
Castro	castro	np1
,	,	y
62	62	mc
,	,	y
is	be	vbz
under	under	rg@_ii
regular	regular	jj
treatment	treatment	nn1
that	that	cst_dd1
has	have	vhz
slowed	slow	vvn
but	but	ccb
not	not	xx
checked	check	vvn
the	the	at
course	course	nn1
of	of	io
the	the	at
cancer	cancer	nn1
.	.	y
His	his	appge
public	public	jj_nn1
appearances	appearance	nn2
have	have	vh0
become	become	vvn@
less	less	rgr_rrr
frequent	frequent	jj
,	,	y
and	and	cc
he	he	pphs1
seems	seem	vvz
to	to	to
have	have	vhi
lost	lose	vvn
weight	weight	nn1
.	.	y
Soviet	soviet	jj_nn1
leader	leader	nn1
Mikhail	mikhail	np1
!	!	!
Gorbachev	gorbachev	np1
,	,	y
who	who	pnqs
canceled	cancel	vvd
a	a	at1
trip	trip	nn1
to	to	ii
Cuba	cuba	np1
last	last	md
month	month	nnt1
after	after	ii_cs
Armenia	armenia	np1
's	's	ge
earthquake	earthquake	nn1
,	,	y
wants	want	vvz
to	to	to
reschedule	reschedule	vvi
as	as	rg
soon	soon	rr
as	as	csa
possible	possible	jj
,	,	y
perhaps	perhaps	rr
as	as	rg
early	early	rr_jj
as	as	csa
this	this	dd1
month	month	nnt1
.	.	y
High	high	jj_rr@
on	on	ii
Gorbachev	gorbachev	np1
's	's	ge
Havana	havana	np1_nn1@
agenda	agenda	nn1
:	:	y
a	a	at1
discussion	discussion	nn1
of	of	io
possible	possible	jj
successors	successor	nn2
to	to	ii
Castro	castro	np1
.	.	y
