@@335747	##	fo
Joseph	joseph	np1
Longo	longo	np1
,	,	y
33	33	mc
,	,	y
a	a	at1
civilian	civilian	jj
American	american	jj
pilot	pilot	nn1
,	,	y
was	be	vbdz
turned	turn	vvn
over	over	rp
to	to	ii
a	a	at1
U.S.	u.s.-	np1
congressional	congressional	jj
delegation	delegation	nn1
visiting	visit	vvg_jj
Angola	angola	np1
last	last	md
week	week	nnt1
after	after	cs
he	he	pphs1
spent	spend	vvd
nearly	nearly	rr
ten	ten	mc
weeks	week	nnt2
in	in	ii
captivity	captivity	nn1
.	.	y
Longo	longo	np1@_nn1
's	's	ge
Beechcraft	beechcraft	nn1_np1
Bonanza	bonanza	nn1
was	be	vbdz
forced	force	vvn
down	down	rp
by	by	ii
an	an	at1
Angolan	angolan	jj
jet	jet	nn1
fighter	fighter	nn1
last	last	md
April	april	npm1
over	over	ii
Namibia	namibia	np1
,	,	y
where	where	cs_rrq
the	the	at
plane	plane	nn1
was	be	vbdz
scheduled	schedule	vvn
to	to	to
be	be	vbi
delivered	deliver	vvn
.	.	y
"	"	"
The	the	at
treatment	treatment	nn1
got	get	vvd_vvn
better	better	jjr_rrr
as	as	csa_ii@
time	time	nnt1
went	go	vvd
on	on	rp@
,	,	y
"	"	"
Longo	longo	np1
said	say	vvd
of	of	io
his	his	appge
detention	detention	nn1
.	.	y
When	when	cs_rrq
he	he	pphs1
arrived	arrive	vvd
in	in	ii
the	the	at
U.S.	u.s.-	np1
,	,	y
however	however	rr
,	,	y
Longo	longo	np1
cited	cite	vvd
"	"	"
bad	bad	jj
food	food	nn1
,	,	y
lice	louse	nn2
and	and	cc
lizards	lizard	nn2
"	"	"
as	as	csa_ii@
hardships	hardship	nn2
that	that	cst
he	he	pphs1
endured	endure	vvd
.	.	y
<P>	<p>	null	
Angolan	angolan	jj
officials	official	nn2
described	describe	vvd_vvn
his	his	appge
release	release	nn1
as	as	ii
a	a	at1
"	"	"
goodwill	goodwill	nn1
gesture	gesture	nn1
,	,	y
"	"	"
presumably	presumably	rr
to	to	to
smooth	smooth	vvi
the	the	at
way	way	nn1
to	to	ii
the	the	at
establishment	establishment	nn1
of	of	io
diplomatic	diplomatic	jj
relations	relation	nn2
with	with	iw
the	the	at
U.S.	u.s.-	np1
That	that	dd1_cst
is	be	vbz
a	a	at1
difficult	difficult	jj
goal	goal	nn1
,	,	y
given	give	vvn
the	the	at
presence	presence	nn1
of	of	io
35,000	35,000	mc
Cuban	cuban	jj
troops	troop	nn2
in	in	ii
Angola	angola	np1
and	and	cc
the	the	at
$15	$15	nnu
million	million	m
in	in	ii
military	military	jj
aid	aid	nn1
the	the	at
U.S.	u.s.-	np1
provides	provide	vvz
to	to	ii
UNITA	unita	np1
,	,	y
a	a	at1
pro-Western	pro-western	jj
rebel	rebel	nn1
group	group	nn1
trying	try	vvg
to	to	to
overthrow	overthrow	vvi
Angola	angola	np1
's	's	ge
Marxist	marxist	jj
government	government	nn1
.	.	y
