@@333256	##	fo
Since	since	ii
1981	1981	mc
the	the	at
Reagan	reagan	np1
Administration	administration	nn1
has	have	vhz
made	make	vvn
it	it	pph1
increasingly	increasingly	rr
plain	plain	jj
that	that	cst
the	the	at
U.S.	u.s.-	np1
will	will	vm
not	not	xx
underwrite	underwrite	vvi
a	a	at1
profligate	profligate	jj
organization	organization	nn1
influenced	influence	vvn
by	by	ii
anti-American	anti-american	jj
forces	force	nn2
 -- 	--	nn1_jj
namely	namely	rex
the	the	at
United	united	jj
Nations	nation	nn2
.	.	y
This	this	dd1
year	year	nnt1
the	the	at
Administration	administration	nn1
's	's	ge
threats	threat	nn2
to	to	to
cut	cut	vvi
the	the	at
$210	$210	nnu
million	million	m
U.S.	u.s.-	np1
assessment	assessment	nn1
by	by	ii
$67	$67	nnu
million	million	m
have	have	vh0
been	be	vbn
seconded	second	vvn
by	by	ii
congressional	congressional	jj
Gramm-Rudman	gramm-rudman	np1	
budget-cutting	budget-cutting	jj_nn1
efforts	effort	nn2
.	.	y
Together	together	rl
the	the	at
cuts	cut	nn2
could	could	vm
drop	drop	vvi
U.S.	u.s.-	np1
payments	payment	nn2
low	low	rr@_vv0%_jj
enough	enough	rr_dd
to	to	to
put	put	vvi
the	the	at
U.N	un	np1
.	.	y
in	in	ii
fiscal	fiscal	jj
jeopardy	jeopardy	nn1
.	.	y
<P>	<p>	null	
Secretary-General	secretary-general	nn1
Javier	javier	np1
Perez	perez	np1
de	de	np1
Cuellar	cuellar	np1
has	have	vhz
countered	counter	vvn
with	with	iw
his	his	appge
own	own	da
pressure	pressure	nn1
:	:	y
he	he	pphs1
has	have	vhz
intimated	intimate	vvn
that	that	cst
he	he	pphs1
may	may	vm
not	not	xx
accept	accept	vvi
a	a	at1
second	second	md_nnt1
five-year	five-year	jj
term	term	nn1
this	this	dd1
fall	fall	nn1
unless	unless	cs
the	the	at
U.S.	u.s.-	np1
continues	continue	vvz
its	its	appge
financial	financial	jj
support	support	nn1
of	of	io
the	the	at
U.N	un	np1
.	.	y
"	"	"
I	i	ppis1
do	do	vd0
n't	n't	xx
see	see	vvi
any	any	dd
reason	reason	nn1
why	why	rrq
I	i	ppis1
should	should	vm
preside	preside	vvi
over	over	ii
the	the	at
collapse	collapse	nn1
of	of	io
the	the	at
organization	organization	nn1
,	,	y
"	"	"
he	he	pphs1
told	tell	vvd
the	the	at
New	new	np1
York	york	np1
Times	time	nnt2
.	.	y
His	his	appge
pressure	pressure	nn1
tactic	tactic	nn1
may	may	vm
have	have	vhi
been	be	vbn
!	!	!
unnecessary	unnecessary	jj
:	:	y
the	the	at
White	white	np1
House	house	nn1
is	be	vbz
now	now	rt
urging	urge	vvg
Congress	congress	nn1
to	to	to
vote	vote	vvi
the	the	at
full	full	jj
assessment	assessment	nn1
.	.	y
