@@338551	##	fo
The	the	at
Dalai	dalai	np1
Lama	lama	np1
,	,	y
the	the	at
spiritual	spiritual	jj
leader	leader	nn1
of	of	io
Tibet	tibet	np1
,	,	y
has	have	vhz
repeatedly	repeatedly	rr
insisted	insist	vvn
that	that	cst
his	his	appge
countrymen	countryman	nn2
be	be	vbi
granted	grant	vvn
full	full	jj
independence	independence	nn1
by	by	ii
their	their	appge
Chinese	chinese	jj
overlords	overlord	nn2
.	.	y
Last	last	md
week	week	nnt1
he	he	pphs1
offered	offer	vvd
a	a	at1
more	more	rgr
modest	modest	jj
proposal	proposal	nn1
.	.	y
At	at	ii
a	a	at1
press	press	nn1
conference	conference	nn1
at	at	ii
the	the	at
European	european	jj
Parliament	parliament	nn1
in	in	ii
Strasbourg	strasbourg	np1
,	,	y
the	the	at
Dalai	dalai	np1
Lama	lama	np1
suggested	suggest	vvd
that	that	cst_dd1
Tibet	tibet	np1_nn1@
be	be	vbi
granted	grant	vvn
the	the	at
status	status	nn1
of	of	io
"	"	"
association	association	nn1
"	"	"
with	with	iw
China	china	np1
.	.	y
<P>	<p>	null	
Under	under	ii
the	the	at
plan	plan	nn1
,	,	y
Tibetans	tibetan	nn2
would	would	vm
have	have	vhi
the	the	at
"	"	"
right	right	jj_nn1
to	to	to
decide	decide	vvi
on	on	ii_rp@
all	all	db
matters	matter	nn2
concerning	concerning	ii_vvg
Tibet	tibet	np1
,	,	y
"	"	"
the	the	at
Dalai	dalai	np1
Lama	lama	np1
said	say	vvd
,	,	y
while	while	cs
China	china	np1
would	would	vm
retain	retain	vvi
authority	authority	nn1
over	over	ii
foreign	foreign	jj
affairs	affair	nn2
and	and	cc
,	,	y
for	for	if
a	a	at1
time	time	nnt1
,	,	y
defense	defense	nn1
.	.	y
Beijing	beijing	np1
officials	official	nn2
responded	respond	vvn_vvd
to	to	ii
the	the	at
Dalai	dalai	np1
Lama	lama	np1
's	's	ge
suggestion	suggestion	nn1
by	by	ii
warning	warning	nn1_vvg@
foreigners	foreigner	nn2
to	to	to
stop	stop	vvi
providing	provide	vvg
a	a	at1
forum	forum	nn1
for	for	if
proposals	proposal	nn2
that	that	cst_dd1
aim	aim	vv0_nn1
at	at	ii
"	"	"
undermining	undermine	vvg_nn1
China	china	np1
's	's	ge
territorial	territorial	jj
integrity	integrity	nn1
.	.	y
"	"	"
