@@335343	##	fo
Gerald	gerald	np1
Tsai	tsai	fw_np1@
,	,	y
59	59	mc
,	,	y
is	be	vbz
a	a	at1
legendary	legendary	jj
Wall	wall	np1
Street	street	nnl1
figure	figure	nn1
who	who	pnqs
made	make	vvd
millions	millions	m
as	as	ii
a	a	at1
mutual-fund	mutual-fund	jj_nn1
manager	manager	nn1
during	during	ii
the	the	at
go-go	go-go	jj_nn1%
'	'	ge
60s	60s	mc2
.	.	y
Now	now	rt
the	the	at
Shanghai-born	shanghai-born	jj_nn1	
whiz	whiz	nn1
is	be	vbz
chief	chief	jj
executive	executive	nn1
of	of	io
Primerica	primerica	np1
,	,	y
formerly	formerly	rr
American	american	jj_nn1@
Can	can	vm
,	,	y
once	once	rr_cs@
a	a	at1
pillar	pillar	nn1
of	of	io
Smokestack	smokestack	np1	
America	america	np1
and	and	cc
currently	currently	rr
a	a	at1
$2.9	$2.9	nnu
billion	billion	m
financial-services	financial-services	nn2
conglomerate	conglomerate	nn1
.	.	y
Last	last	md
week	week	nnt1
Tsai	tsai	fw_np1@
burst	burst	vvd_vv0
back	back	rp
onto	onto	ii
Wall	wall	np1
Street	street	nnl1
when	when	rrq
Primerica	primerica	np1
announced	announce	vvd
that	that	cst
it	it	pph1
had	have	vhd
agreed	agree	vvn
to	to	to
buy	buy	vvi
Smith	smith	np1
Barney	barney	np1
,	,	y
one	one	mc1
of	of	io
the	the	at
country	country	nn1
's	's	ge
best-known	best-known	jj
brokerage	brokerage	nn1
firms	firm	nn2
,	,	y
for	for	if
$750	$750	nnu
million	million	m
.	.	y
<P>	<p>	null	
The	the	at
acquisition	acquisition	nn1
caps	cap	nn2_vvz%
Tsai	tsai	np1@_fw
's	's	ge
efforts	effort	nn2
to	to	to
transform	transform	vvi
Primerica	primerica	np1_nn1@
into	into	ii
a	a	at1
financial	financial	jj
powerhouse	powerhouse	nn1
.	.	y
Since	since	cs
he	he	pphs1
joined	join	vvd
Primerica	primerica	np1
,	,	y
the	the	at
company	company	nn1
has	have	vhz
shed	shed	vvn
more	more	rrr_dar
than	than	csn
25	25	mc
businesses	business	nn2
and	and	cc
acquired	acquire	vvn
15	15	mc
others	other	nn2
.	.	y
In	in	ii
snaring	snare	vvg
Smith	smith	np1
Barney	barney	np1
(	(	y
1986	1986	mc
revenues	revenue	nn2
:	:	y
about	about	rg
$1.1	$1.1	nnu
billion	billion	m
)	)	y
,	,	y
Tsai	tsai	fw_np1@
paid	pay	vvd_vvn
double	double	rr@_nn1
the	the	at
assessed	assess	jj%
value	value	nn1
of	of	io
the	the	at
firm	firm	nn1
's	's	ge
assets	asset	nn2
,	,	y
which	which	ddq
Wall	wall	np1
Street	street	nnl1
analysts	analyst	nn2
called	call	vvn_vvd@
a	a	at1
bargain	bargain	nn1
.	.	y
