@@333261	##	fo
Adelaide	adelaide	np1
Stiles	stiles	np1
,	,	y
60	60	mc
,	,	y
left	leave	vvd
her	her	ppho1_appge
home	home	rl_nn1
in	in	ii
Fort	fort	np1
Lauderdale	lauderdale	np1
one	one	mc1
day	day	nnt1
eleven	eleven	mc
years	year	nnt2
ago	ago	ra
to	to	to
take	take	vvi
a	a	at1
vacation	vacation	nn1
with	with	iw
her	her	appge
boyfriend	boyfriend	nn1
Michael	michael	np1
Burnett	burnett	np1
.	.	y
She	she	pphs1
was	be	vbdz
never	never	rr
seen	see	vvn
again	again	rt
.	.	y
Ever	ever	rr
since	since	cs_rr@
,	,	y
Burnett	burnett	np1
,	,	y
57	57	mc
,	,	y
a	a	at1
swindler	swindler	nn1
with	with	iw
a	a	at1
long	long	jj
record	record	nn1
,	,	y
has	have	vhz
been	be	vbn
suspected	suspect	vvn
of	of	io
killing	kill	vvg
the	the	at
wealthy	wealthy	jj
divorcee	divorcee	nn1
after	after	ii
embezzling	embezzle	vvg
her	her	appge
money	money	nn1
.	.	y
But	but	ccb
police	police	nn2
were	be	vbdr
unable	unable	jk
to	to	to
tie	tie	vvi
him	him	ppho1
to	to	ii
the	the	at
disappearance	disappearance	nn1
until	until	cs_ii@
Vernon	vernon	np1
Frazier	frazier	np1
,	,	y
an	an	at1
inmate	inmate	nn1
in	in	ii
a	a	at1
San	san	np1
Diego	diego	np1
jail	jail	nn1
,	,	y
learned	learn	vvd_vvn
that	that	cst
Burnett	burnett	np1
had	have	vhd
become	become	vvn@
a	a	at1
protected	protect	jj
FBI	fbi	np1
informant	informant	nn1
playing	play	vvg
a	a	at1
crucial	crucial	jj
part	part	nn1
in	in	ii
municipal	municipal	jj
bribery	bribery	nn1
investigations	investigation	nn2
in	in	ii
New	new	np1
York	york	np1
City	city	nn1
and	and	cc
Chicago	chicago	np1
.	.	y
<P>	<p>	null	
Last	last	md
week	week	nnt1
Fort	fort	np1
Lauderdale	lauderdale	np1
detectives	detective	nn2
finally	finally	rr
charged	charge	vvd_vvn
Burnett	burnett	np1
,	,	y
Frazier	frazier	np1_jjr
and	and	cc
an	an	at1
accomplice	accomplice	nn1
with	with	iw
the	the	at
murder	murder	nn1
of	of	io
Stiles	stiles	np1_nn2@
.	.	y
The	the	at
source	source	nn1
for	for	if
the	the	at
long-sought	long-sought	jj_nn1
evidence	evidence	nn1
was	be	vbdz
Frazier	frazier	jjr
,	,	y
who	who	pnqs
admitted	admit	vvd
to	to	ii
police	police	nn2
that	that	cst
the	the	at
trio	trio	nn1
lured	lure	vvd_vvn
Stiles	stiles	np1_nn2@
onto	onto	ii
a	a	at1
yacht	yacht	nn1
,	,	y
bludgeoned	bludgeon	vvd_jj@	
and	and	cc
shot	shoot	vvd
her	her	ppho1
,	,	y
then	then	rt
dismembered	dismember	vvd_vvn
her	her	appge
corpse	corpse	nn1
and	and	cc
fed	feed	vvd
it	it	pph1
to	to	ii
sharks	shark	nn2
.	.	y
