@@329763	##	fo
George	george	np1
Bush	bush	np1
has	have	vhz
decided	decide	vvn
that	that	cst_dd1
,	,	y
for	for	if
a	a	at1
while	while	nnt1@
at	at	rr21
least	least	rr22
,	,	y
he	he	pphs1
can	can	vm
live	live	vvi
without	without	iw
a	a	at1
capital-gains	capital-gains	nn2
tax	tax	vv0@_nn1
cut	cut	nn1_vvn
.	.	y
After	after	ii
failing	fail	vvg
to	to	to
force	force	vvi
the	the	at
Senate	senate	nn1
to	to	to
include	include	vvi
such	such	da
a	a	at1
reduction	reduction	nn1
in	in	ii
next	next	md
year	year	nnt1
's	's	ge
budget	budget	nn1
bill	bill	nn1
,	,	y
Bush	bush	np1
abandoned	abandon	vvd
the	the	at
idea	idea	nn1
last	last	md
week	week	nnt1
.	.	y
The	the	at
President	president	nn1
's	's	ge
backdown	backdown	nn1
could	could	vm
provide	provide	vvi
the	the	at
basis	basis	nn1
for	for	if
a	a	at1
compromise	compromise	nn1
that	that	cst_dd1
would	would	vm
undo	undo	vvi
$16	$16	nnu
billion	billion	m
in	in	ii
across-the-board	across-the-board	jj_nn1
spending	spending	nn1_vvg
cutbacks	cutback	nn2
that	that	cst
went	go	vvd
into	into	ii
effect	effect	nn1
last	last	md
month	month	nnt1
.	.	y
If	if	cs
no	no	at
agreement	agreement	nn1
can	can	vm
be	be	vbi
reached	reach	vvn
,	,	y
$8.1	$8.1	nnu
billion	billion	m
will	will	vm
be	be	vbi
slashed	slash	vvn
from	from	ii
popular	popular	jj
programs	program	nn2
such	such	ii21
as	as	ii22
Medicare	medicare	np1
and	and	cc
college	college	nn1
loans	loan	nn2
.	.	y
