@@327269	##	fo
Should	should	vm
employers	employer	nn2
be	be	vbi
expected	expect	vvn
to	to	to
make	make	vvi
sure	sure	jj
that	that	cst
their	their	appge
workers	worker	nn2
can	can	vm
afford	afford	vvi
decent	decent	jj
housing	housing	nn1
?	?	y
Absolutely	absolutely	rr
,	,	y
said	say	vvd
the	the	at
maids	maid	nn2
,	,	y
bell	bell	nn1
hops	hop	nn2
,	,	y
waiters	waiter	nn2
and	and	cc
waitresses	waitress	vvz_nn2
at	at	ii
nine	nine	mc
of	of	io
Boston	boston	np1
's	's	ge
leading	leading	jj
hotels	hotel	nn2
.	.	y
No	no	at_uh
way	way	nn1
,	,	y
management	management	nn1
replied	reply	vvd
.	.	y
But	but	ccb
some	some	dd
3,000	3,000	mc
members	member	nn2
of	of	io
the	the	at
local	local	jj
hotel	hotel	nn1
and	and	cc
restaurant	restaurant	nn1
union	union	nn1
prevailed	prevail	vvd_vvn
last	last	md
week	week	nnt1
in	in	ii
contract	contract	nn1
talks	talk	vvz@_nn2
that	that	cst_dd1
may	may	vm
open	open	vvi
up	up	rp
a	a	at1
new	new	jj
category	category	nn1
of	of	io
employee	employee	nn1
benefits	benefit	nn2
.	.	y
The	the	at
hotels	hotel	nn2
agreed	agree	vvd_vvn
to	to	to
set	set	vvi
up	up	rp
a	a	at1
housing	housing	nn1
fund	fund	nn1
of	of	io
up	up	rg21
to	to	rg22
$1	$1	nnu
million	million	m
to	to	to
help	help	vvi
their	their	appge
workers	worker	nn2
pay	pay	vv0
up-front	up-front	rr_jj%
fees	fee	nn2
for	for	if
rental	rental	nn1
of	of	io
apartments	apartment	nn2
and	and	cc
down	down	jj
payments	payment	nn2
on	on	ii
houses	house	nn2
.	.	y
The	the	at
concept	concept	nn1
of	of	io
a	a	at1
worker	worker	nn1
housing	housing	nn1_vvg
fund	fund	nn1
is	be	vbz
still	still	rr
so	so	rg
new	new	jj
,	,	y
however	however	rr
,	,	y
that	that	cst
the	the	at
union	union	nn1
will	will	vm
not	not	xx
be	be	vbi
able	able	jk
to	to	to
administer	administer	vvi
the	the	at
money	money	nn1
until	until	cs_ii@
Congress	congress	nn1
passes	pass	vvz_nn2
legislation	legislation	nn1
to	to	to
authorize	authorize	vvi
it	it	pph1
.	.	y
