@@329670	##	fo
IRON	iron	nn1
LADY	lady	nn1
.	.	y
Being	be	vbg_nn1%
Ambassador	ambassador	nn1
to	to	ii
the	the	at
Bahamas	bahamas	np1
is	be	vbz
not	not	xx
usually	usually	rr
a	a	at1
training	training	nn1
ground	ground	nn1
for	for	if
the	the	at
task	task	nn1
of	of	io
U.S.	u.s.-	np1
Customs	custom	nn2
Commissioner	commissioner	nn1
,	,	y
yet	yet	rr
Carol	carol	np1
Boyd	boyd	np1
Hallett	hallett	np1
will	will	vm
succeed	succeed	vvi
the	the	at
high-profile	high-profile	jj
William	william	np1
von	von	np1
Raab	raab	np1
in	in	ii
that	that	dd1
job	job	nn1
.	.	y
As	as	csa_ii@
Ambassador	ambassador	nn1
,	,	y
Hallett	hallett	np1
persuaded	persuade	vvd
Prime	prime	jj
Minister	minister	nn1
Lynden	lynden	nn1_np1	
Pindling	pindling	vvg_np1	
to	to	to
put	put	vvi
Bahamian	bahamian	jj
police	police	nn2
on	on	ii
U.S.	u.s.-	np1
Customs	custom	nn2
"	"	"
hot	hot	jj
pursuit	pursuit	nn1
"	"	"
overflights	overflight	nn2
and	and	cc
later	later	rrr
lifted	lift	vvd_vvn
the	the	at
U.S.	u.s.-	np1
visas	visa	nn2
of	of	io
Pindling	pindling	vvg_np1_jj@	
cronies	crony	nn2
accused	accuse	vvn_vvd
of	of	io
drug	drug	nn1
corruption	corruption	nn1
.	.	y
