@@333148	##	fo
For	for	if
years	year	nnt2
Singapore	singapore	np1
's	's	ge
family-planning	family-planning	jj_nn1
program	program	nn1
has	have	vhz
used	use	vvn
the	the	at
slogan	slogan	nn1
,	,	y
"	"	"
Two	two	mc
Is	be	vbz
Enough	enough	rr
.	.	y
"	"	"
The	the	at
government	government	nn1
's	's	ge
policy	policy	nn1
worked	work	vvd_vvn
so	so	rg_rr
well	well	rr
that	that	cst
the	the	at
fertility	fertility	nn1
rate	rate	nn1
of	of	io
the	the	at
crowded	crowded	jj
island-state	island-state	nn1	
's	's	ge
2.6	2.6	mc
million	million	m
people	people	nn
is	be	vbz
only	only	rr
1.5	1.5	mc
children	child	nn2
per	per	ii
family	family	nn1
.	.	y
Now	now	rt
,	,	y
however	however	rr
,	,	y
Prime	prime	jj
Minister	minister	nn1
Lee	lee	np1
Kuan	kuan	np1_jj_nn1
Yew	yew	nn1
is	be	vbz
concerned	concerned	jj
that	that	cst
the	the	at
population	population	nn1
will	will	vm
not	not	xx
be	be	vbi
large	large	jj
enough	enough	rr
to	to	to
support	support	vvi
the	the	at
government	government	nn1
's	's	ge
long-term	long-term	jj
goals	goal	nn2
of	of	io
becoming	become	vvg
a	a	at1
high-tech	high-tech	nn1_jj
,	,	y
export-oriented	export-oriented	jj
country	country	nn1
.	.	y
Accordingly	accordingly	rr
,	,	y
an	an	at1
Interministerial	interministerial	jj	
Committee	committee	nn1
on	on	ii
Population	population	nn1
is	be	vbz
preparing	prepare	vvg
proposals	proposal	nn2
that	that	cst_dd1
will	will	vm
encourage	encourage	vvi
Singapore	singapore	np1
's	's	ge
couples	couple	nn2
to	to	to
have	have	vhi
more	more	dar
children	child	nn2
.	.	y
To	to	to
kick	kick	vvi
off	off	ii_rp
the	the	at
new	new	jj
campaign	campaign	nn1
,	,	y
the	the	at
government	government	nn1
has	have	vhz
coined	coin	vvn
a	a	at1
new	new	jj
slogan	slogan	nn1
:	:	y
"	"	"
At	at	rr21
Least	least	rr22
Two	two	mc
.	.	y
Better	better	jjr_rrr
Three	three	mc
.	.	y
Four	four	mc
If	if	cs
You	you	ppy
Can	can	vm
Afford	afford	vv0
It	it	pph1
.	.	y
"	"	"
